,Taxonomy,Country,Cumulative_Count,Count
45103,Oekfovirus,USA,3,3
45104,Oekfovirus lutivicinum,USA,3,3
45105,Oengusvirus,France,168,168
45106,Oenococcus phage EGM-2013,Italy,25,25
45107,Oenococcus phage foe1,Italy,1,1
45108,Oenococcus phage foe2,Italy,1,1
45109,Oenococcus phage foe26,Italy,1,1
45110,Oenococcus phage foe29,Italy,1,1
45111,Oenococcus phage foe3,Italy,1,1
45112,Oenococcus phage foe37,Italy,1,1
45113,Oenococcus phage phiOE33PA,France,57,57
45114,Oenococcus phage vB_OeS_unk162,France,51,51
45115,Ogsystermes virus,Australia,2,2
45116,Ohio dicistro-like virus,USA,2,2
45117,Ohio negev-like virus 1,USA,1,1
45118,Ohio negev-like virus 2,USA,1,1
45119,Ohlsdorf ohlsrhavirus,Germany,15,15
45120,Ohlsrhavirus,Australia,30,30
45121,Ohlsrhavirus,Brazil,35,5
45122,Ohlsrhavirus,Germany,50,15
45123,Ohlsrhavirus,Japan,60,10
45124,Ohlsrhavirus,South Korea,70,10
45125,Ohlsrhavirus,USA,75,5
45126,Ohshima virus,Japan,6,6
45127,Oidiodendron maius ourmia-like virus 1,Poland,1,1
45128,Oidiodendron maius splipalmivirus 1,Italy,3,3
45129,Oinezvirus,Spain,90,90
45130,Oinezvirus S37C6,Spain,90,90
45131,Oita ledantevirus,Japan,11,11
45132,Oita rhabdovirus 296/1972,Japan,1,1
45133,Okahandja mammarenavirus,Namibia,13,13
45134,Okapia johnstoni papillomavirus 1,Switzerland,8,8
45135,Okavirus,Australia,29,29
45136,Okavirus,China,43,14
45137,Okavirus,Egypt,51,8
45138,Okavirus,India,58,7
45139,Okavirus,Indonesia,68,10
45140,Okavirus,Malaysia,75,7
45141,Okavirus,Mexico,84,9
45142,Okavirus,Mozambique,91,7
45143,Okavirus,Philippines,96,5
45144,Okavirus,South Korea,100,4
45145,Okavirus,Taiwan,108,8
45146,Okavirus,Thailand,194,86
45147,Okavirus,Viet Nam,221,27
45148,Okhotskiy virus,Russia,22,22
45149,Okhotskiy virus,Sweden,27,5
45150,Okola virus,Cameroon,3,3
45151,Okra curl leaf virus,Egypt,6,6
45152,Okra enation leaf curl alphasatellite,India,2,2
45153,Okra enation leaf curl betasatellite,India,24,24
45154,Okra enation leaf curl virus,Bangladesh,9,9
45155,Okra enation leaf curl virus,Democratic Republic of the Congo,10,1
45156,Okra enation leaf curl virus,India,544,534
45157,Okra enation leaf curl virus,Iran,586,42
45158,Okra enation leaf curl virus,Nepal,610,24
45159,Okra enation leaf curl virus,Oman,611,1
45160,Okra enation leaf curl virus,Pakistan,666,55
45161,Okra enation leaf curl virus,Sri Lanka,734,68
45162,Okra enation leaf curl virus,Uganda,742,8
45163,Okra leaf curl Cameroon virus,Cameroon,30,30
45164,Okra leaf curl India virus,India,18,18
45165,Okra leaf curl Mali alphasatellite-Cameroon,Cameroon,5,5
45166,Okra leaf curl Mali virus satellite DNA beta,Cameroon,11,11
45167,Okra leaf curl Mali virus satellite DNA beta,Mali,15,4
45168,Okra leaf curl Oman betasatellite,Oman,2,2
45169,Okra leaf curl Oman virus,Oman,18,18
45170,Okra leaf curl alphasatellite,Burkina Faso,3,3
45171,Okra leaf curl alphasatellite,Cameroon,5,2
45172,Okra leaf curl alphasatellite,India,22,17
45173,Okra leaf curl alphasatellite,Mali,23,1
45174,Okra leaf curl alphasatellite,Oman,32,9
45175,Okra leaf curl alphasatellite,Pakistan,101,69
45176,Okra leaf curl alphasatellite,Sri Lanka,102,1
45177,Okra leaf curl alphasatellite,Sudan,103,1
45178,Okra leaf curl betasatellite,Egypt,2,2
45179,Okra leaf curl betasatellite,India,26,24
45180,Okra leaf curl betasatellite,Jordan,28,2
45181,Okra leaf curl betasatellite,Pakistan,40,12
45182,Okra leaf curl virus,Cameroon,12,12
45183,Okra leaf curl virus,India,36,24
45184,Okra mosaic Mexico virus,Mexico,1,1
45185,Okra mosaic virus,Nigeria,6,6
45186,Okra mottle Mexico virus,Mexico,5,5
45187,Okra mottle virus,Brazil,22,22
45188,Okra yellow crinkle Cameroon alphasatellite,Cameroon,8,8
45189,Okra yellow crinkle virus,Cameroon,55,55
45190,Okra yellow crinkle virus,Cote d'Ivoire,73,18
45191,Okra yellow crinkle virus,Mali,103,30
45192,Okra yellow mosaic Mexico virus,Mexico,95,95
45193,Okra yellow mosaic Mexico virus,USA,115,20
45194,Okra yellow mottle virus,Mexico,1,1
45195,Okra yellow vein disease associated sequence,Egypt,2,2
45196,Okra yellow vein mosaic virus,India,6,6
45197,Okra yellow vein mosaic virus,Pakistan,12,6
45198,Okra yellow vein mosaic virus,Sri Lanka,20,8
45199,Okra yellow vein mosaic virus satellite DNA beta,India,1,1
45200,Okubovirus,China,226,226
45201,Okubovirus,Germany,900,674
45202,Okubovirus,Japan,1310,410
45203,Okubovirus,USA,1519,209
45204,Okutama tick virus,Japan,13,13
45205,Okutama tick virus 34,Japan,2,2
45206,Old Port virus,Australia,5,5
45207,Old quarry swamp virus,Australia,5,5
45208,Olea europaea geminivirus,Italy,6,6
45209,Olea europaea geminivirus,Portugal,12,6
45210,Olea europaea geminivirus,Spain,24,12
45211,Olea europaea geminivirus,USA,76,52
45212,Oleavirus,Greece,2,2
45213,Oleavirus,Italy,4,2
45214,Olifoviridae,China,12,12
45215,Oligodon snake nidovirus 1,China,12,12
45216,Olive latent ringspot virus,Italy,3,3
45217,Olive latent virus 1,China,5,5
45218,Olive latent virus 1,Croatia,7,2
45219,Olive latent virus 1,Poland,14,7
45220,Olive latent virus 1,Portugal,36,22
45221,Olive latent virus 1,Tunisia,37,1
45222,Olive latent virus 1,Turkey,38,1
45223,Olive latent virus 2,Greece,2,2
45224,Olive latent virus 2,Italy,4,2
45225,Olive latent virus 3,Italy,8,8
45226,Olive latent virus 3,Spain,9,1
45227,Olive leaf yellowing-associated virus,Albania,14,14
45228,Olive leaf yellowing-associated virus,Algeria,16,2
45229,Olive leaf yellowing-associated virus,Australia,19,3
45230,Olive leaf yellowing-associated virus,Brazil,31,12
45231,Olive leaf yellowing-associated virus,Chile,32,1
45232,Olive leaf yellowing-associated virus,Cyprus,33,1
45233,Olive leaf yellowing-associated virus,France,38,5
45234,Olive leaf yellowing-associated virus,Greece,42,4
45235,Olive leaf yellowing-associated virus,Israel,43,1
45236,Olive leaf yellowing-associated virus,Italy,202,159
45237,Olive leaf yellowing-associated virus,Portugal,203,1
45238,Olive leaf yellowing-associated virus,Slovenia,208,5
45239,Olive leaf yellowing-associated virus,Spain,226,18
45240,Olive leaf yellowing-associated virus,Tunisia,238,12
45241,Olive leaf yellowing-associated virus,West Bank,239,1
45242,Olive mild mosaic virus,France,43,43
45243,Olive mild mosaic virus,Germany,48,5
45244,Olive mild mosaic virus,Greece,54,6
45245,Olive mild mosaic virus,Italy,60,6
45246,Olive mild mosaic virus,Netherlands,87,27
45247,Olive mild mosaic virus,Portugal,151,64
45248,Olive viral satellite RNA,Italy,2,2
45249,Olive viral satellite RNA,Spain,3,1
45250,Olive virus T,Greece,12,12
45251,Oliveros mammarenavirus,Argentina,4,4
45252,Oliveros mammarenavirus,Brazil,7,3
45253,Olivier's shrew virus 2,Guinea,10,10
45254,Olivier's shrew virus 3,Guinea,10,10
45255,Ollusvirus,Australia,3,3
45256,Ollusvirus,Belgium,6,3
45257,Ollusvirus,China,23,17
45258,Ollusvirus coleopteri,China,6,6
45259,Ollusvirus culvertonense,Australia,3,3
45260,Ollusvirus scaldisense,Belgium,3,3
45261,Ollusvirus scaldisense,China,4,1
45262,Ollusvirus taiyuanense,China,4,4
45263,Olluvirus shayangense,China,6,6
45264,Omdraaivlei virus,South Africa,2,2
45265,Omegapapillomavirus,China,20,20
45266,Omegapapillomavirus,Denmark,30,10
45267,Omegapapillomavirus 1,China,20,20
45268,Omegapapillomavirus 1,Denmark,30,10
45269,Omegatetravirus,Australia,11,11
45270,Omegatetravirus,China,17,6
45271,Omegatetravirus,South Africa,49,32
45272,Omegatetravirus,USA,50,1
45273,Omegatorquevirus,Czech Republic,9,9
45274,Omegavirus,USA,11102,11102
45275,Omikronpapillomavirus,Peru,16,16
45276,Omikronpapillomavirus,USA,36,20
45277,Omikronpapillomavirus,United Kingdom,48,12
45278,Omikronpapillomavirus 1,Peru,16,16
45279,Omikronpapillomavirus 1,USA,36,20
45280,Omikronpapillomavirus 1,United Kingdom,48,12
45281,Omohevirus,Japan,3,3
45282,Omohevirus peladaptatum,Japan,3,3
45283,Omono River virus,China,4,4
45284,Omono River virus,Japan,8,4
45285,Omono River virus,Viet Nam,12,4
45286,Omsk hemorrhagic fever virus,Russia,86,86
45287,Oncorhynchus aquaparamyxovirus,USA,21,21
45288,Oncorhynchus mykiss-associated papillomavirus 1,USA,6,6
45289,Oncotshavirus,Canada,10,10
45290,Oncotshavirus,China,22,12
45291,Oncotshavirus,United Kingdom,26,4
45292,Ondatra zibethicus cytomegalovirus 1,Germany,1,1
45293,Onega tick phlebovirus,Russia,2,2
45294,Oneupvirus,USA,658,658
45295,Onion yellow dwarf virus,Argentina,25,25
45296,Onion yellow dwarf virus,Australia,32,7
45297,Onion yellow dwarf virus,Brazil,33,1
45298,Onion yellow dwarf virus,China,232,199
45299,Onion yellow dwarf virus,Croatia,233,1
45300,Onion yellow dwarf virus,Ecuador,235,2
45301,Onion yellow dwarf virus,Egypt,237,2
45302,Onion yellow dwarf virus,Ethiopia,247,10
45303,Onion yellow dwarf virus,Germany,251,4
45304,Onion yellow dwarf virus,India,266,15
45305,Onion yellow dwarf virus,Indonesia,278,12
45306,Onion yellow dwarf virus,Iran,301,23
45307,Onion yellow dwarf virus,Italy,352,51
45308,Onion yellow dwarf virus,Japan,354,2
45309,Onion yellow dwarf virus,Myanmar,355,1
45310,Onion yellow dwarf virus,Pakistan,361,6
45311,Onion yellow dwarf virus,Poland,371,10
45312,Onion yellow dwarf virus,Serbia,372,1
45313,Onion yellow dwarf virus,South Korea,373,1
45314,Onion yellow dwarf virus,Spain,375,2
45315,Onion yellow dwarf virus,Sudan,376,1
45316,Onion yellow dwarf virus,Tunisia,381,5
45317,Onion yellow dwarf virus,Turkey,396,15
45318,Onion yellow dwarf virus,USA,413,17
45319,Onion yellow dwarf virus,Ukraine,414,1
45320,Onion yellow dwarf virus,United Kingdom,415,1
45321,Onion yellow dwarf virus,Viet Nam,417,2
45322,Only Syngen Nebraska virus 5,USA,714,714
45323,Onohmuvirus,Japan,4,4
45324,Onohmuvirus pelenecus,Japan,4,4
45325,Onychoprion fuscatus alphaherpesvirus 1,French Guiana,1,1
45326,Onyong-nyong virus,Central African Republic,2,2
45327,Onyong-nyong virus,Chad,6,4
45328,Onyong-nyong virus,Kenya,8,2
45329,Onyong-nyong virus,Nigeria,10,2
45330,Onyong-nyong virus,Uganda,12,2
45331,Operophtera bruceata nucleopolyhedrovirus,USA,2,2
45332,Operophtera brumata nucleopolyhedrovirus,USA,262,262
45333,Operophtera brumata nucleopolyhedrovirus,United Kingdom,263,1
45334,Opheodrys herpes virus 1,USA,1,1
45335,Ophiocordyceps ourmiavirus A,China,1,1
45336,Ophiocordyceps sinensis mitovirus 1,USA,1,1
45337,Ophiocordyceps sinensis mitovirus 2,USA,1,1
45338,Ophiostoma minus totivirus,United Kingdom,1,1
45339,Ophiostoma mitovirus 1a,United Kingdom,1,1
45340,Ophiostoma mitovirus 1b,United Kingdom,1,1
45341,Ophiostoma mitovirus 1c,Canada,1,1
45342,Ophiostoma mitovirus 3b,United Kingdom,1,1
45343,Ophiostoma mitovirus 7,Canada,1,1
45344,Ophiostoma partitivirus 1,India,4,4
45345,Ophiostoma quercus partitivirus,Tajikistan,1,1
45346,Ophiovirus,Algeria,1,1
45347,Ophiovirus,Argentina,24,23
45348,Ophiovirus,Australia,38,14
45349,Ophiovirus,Belgium,48,10
45350,Ophiovirus,Brazil,52,4
45351,Ophiovirus,Canada,56,4
45352,Ophiovirus,China,77,21
45353,Ophiovirus,Colombia,84,7
45354,Ophiovirus,Denmark,85,1
45355,Ophiovirus,Egypt,86,1
45356,Ophiovirus,Germany,94,8
45357,Ophiovirus,Hungary,96,2
45358,Ophiovirus,India,97,1
45359,Ophiovirus,Iran,103,6
45360,Ophiovirus,Israel,105,2
45361,Ophiovirus,Italy,171,66
45362,Ophiovirus,Japan,189,18
45363,Ophiovirus,Jordan,199,10
45364,Ophiovirus,Lebanon,200,1
45365,Ophiovirus,Mexico,203,3
45366,Ophiovirus,Morocco,243,40
45367,Ophiovirus,Netherlands,246,3
45368,Ophiovirus,New Zealand,253,7
45369,Ophiovirus,Poland,254,1
45370,Ophiovirus,Saudi Arabia,260,6
45371,Ophiovirus,Serbia,265,5
45372,Ophiovirus,Slovenia,289,24
45373,Ophiovirus,South Africa,301,12
45374,Ophiovirus,South Korea,312,11
45375,Ophiovirus,Spain,361,49
45376,Ophiovirus,Syria,362,1
45377,Ophiovirus,Tunisia,365,3
45378,Ophiovirus,Turkey,412,47
45379,Ophiovirus,USA,548,136
45380,Ophiovirus,United Kingdom,549,1
45381,Ophiusa disjungens nucleopolyhedrovirus,China,8,8
45382,Opistobranchia betanodavirus,Italy,2,2
45383,Opium poppy mosaic associated virus,New Zealand,2,2
45384,Opium poppy mosaic virus,Greece,1,1
45385,Opium poppy mosaic virus,New Zealand,18,17
45386,Oplegnathus punctatus iridovirus,Taiwan,1,1
45387,Oplegnathus punctatus nervous necrosis virus,Taiwan,1,1
45388,Opossum tetraparvovirus,Brazil,2,2
45389,Opossum torque teno virus,Brazil,2,2
45390,Opsiphanes invirae iflavirus 1,Brazil,11,11
45391,Opuntia umbra-like virus,USA,2,2
45392,Opuntia virus 1,Mexico,12,12
45393,Opuntia virus 1,USA,480,468
45394,Opuntia virus 2,Mexico,10,10
45395,Opuntia virus 2,USA,220,210
45396,Opuntia virus H,Mexico,6,6
45397,Opuntia virus X,Brazil,1,1
45398,Opuntia virus X,Mexico,19,18
45399,Opunvirus,Mexico,12,12
45400,Opunvirus,USA,480,468
45401,Orbiculate batfish iridovirus,Indonesia,1,1
45402,Orbivirus,Algeria,41,41
45403,Orbivirus,Argentina,80,39
45404,Orbivirus,Australia,2155,2075
45405,Orbivirus,Azerbaijan,2165,10
45406,Orbivirus,Bahrain,2175,10
45407,Orbivirus,Bangladesh,2180,5
45408,Orbivirus,Barbados,2190,10
45409,Orbivirus,Belgium,2278,88
45410,Orbivirus,Bosnia and Herzegovina,2292,14
45411,Orbivirus,Brazil,2493,201
45412,Orbivirus,Bulgaria,2508,15
45413,Orbivirus,Cameroon,2536,28
45414,Orbivirus,Canada,2572,36
45415,Orbivirus,Central African Republic,2592,20
45416,Orbivirus,Chad,2613,21
45417,Orbivirus,China,2998,385
45418,Orbivirus,Colombia,3002,4
45419,Orbivirus,Costa Rica,3014,12
45420,Orbivirus,Cyprus,3241,227
45421,Orbivirus,Denmark,3274,33
45422,Orbivirus,Dominican Republic,3278,4
45423,Orbivirus,Ecuador,3318,40
45424,Orbivirus,Egypt,3357,39
45425,Orbivirus,El Salvador,3367,10
45426,Orbivirus,Ethiopia,3377,10
45427,Orbivirus,France,5047,1670
45428,Orbivirus,Gambia,5048,1
45429,Orbivirus,Germany,5300,252
45430,Orbivirus,Gibraltar,5311,11
45431,Orbivirus,Greece,5569,258
45432,Orbivirus,Guatemala,5601,32
45433,Orbivirus,Guinea,5613,12
45434,Orbivirus,Honduras,5637,24
45435,Orbivirus,Hungary,5647,10
45436,Orbivirus,India,7114,1467
45437,Orbivirus,Indonesia,7299,185
45438,Orbivirus,Iran,7300,1
45439,Orbivirus,Israel,8327,1027
45440,Orbivirus,Italy,8750,423
45441,Orbivirus,Jamaica,8772,22
45442,Orbivirus,Japan,9112,340
45443,Orbivirus,Kazakhstan,9114,2
45444,Orbivirus,Kenya,9154,40
45445,Orbivirus,Kosovo,9177,23
45446,Orbivirus,Kuwait,9187,10
45447,Orbivirus,Libya,9220,33
45448,Orbivirus,Luxembourg,9242,22
45449,Orbivirus,Malaysia,9243,1
45450,Orbivirus,Martinique,9259,16
45451,Orbivirus,Mauritania,9260,1
45452,Orbivirus,Mongolia,9289,29
45453,Orbivirus,Morocco,9439,150
45454,Orbivirus,Mozambique,9450,11
45455,Orbivirus,Namibia,9576,126
45456,Orbivirus,Nepal,9600,24
45457,Orbivirus,Netherlands,9728,128
45458,Orbivirus,Nigeria,9804,76
45459,Orbivirus,Pakistan,9830,26
45460,Orbivirus,Panama,9944,114
45461,Orbivirus,Papua New Guinea,9967,23
45462,Orbivirus,Peru,9993,26
45463,Orbivirus,Poland,10013,20
45464,Orbivirus,Portugal,10032,19
45465,Orbivirus,Republic of the Congo,10033,1
45466,Orbivirus,Reunion,10035,2
45467,Orbivirus,Romania,10127,92
45468,Orbivirus,Russia,10328,201
45469,Orbivirus,Senegal,10341,13
45470,Orbivirus,Serbia,10355,14
45471,Orbivirus,Serbia and Montenegro,10356,1
45472,Orbivirus,Slovakia,10362,6
45473,Orbivirus,South Africa,14418,4056
45474,Orbivirus,South Korea,14441,23
45475,Orbivirus,Spain,14633,192
45476,Orbivirus,Sudan,14703,70
45477,Orbivirus,Sweden,14730,27
45478,Orbivirus,Switzerland,14779,49
45479,Orbivirus,Taiwan,14813,34
45480,Orbivirus,Tajikistan,14822,9
45481,Orbivirus,Thailand,14853,31
45482,Orbivirus,Trinidad and Tobago,14887,34
45483,Orbivirus,Tunisia,14962,75
45484,Orbivirus,Turkey,15056,94
45485,Orbivirus,Turkmenistan,15066,10
45486,Orbivirus,USA,16616,1550
45487,Orbivirus,USSR,16652,36
45488,Orbivirus,Uganda,16686,34
45489,Orbivirus,Ukraine,16698,12
45490,Orbivirus,United Kingdom,16852,154
45491,Orbivirus,Uzbekistan,16876,24
45492,Orbivirus,West Bank,16877,1
45493,Orbivirus,Zambia,16897,20
45494,Orbivirus,Zimbabwe,17060,163
45495,Orbivirus JKT-8132,Indonesia,6,6
45496,Orbivirus PREDICT_Orbi-6,Bangladesh,5,5
45497,Orbivirus SX-2017a,China,20,20
45498,Orbivirus sp.,China,4,4
45499,Orbivirus sp.,Republic of the Congo,5,1
45500,Orca astrovirus 1,USA,1,1
45501,Orca polyomavirus,Saint Vincent and the Grenadines,4,4
45502,Orchesella springtail adintovirus,Netherlands,11,11
45503,Orchid fleck dichorhavirus,Australia,9,9
45504,Orchid fleck dichorhavirus,Brazil,18,9
45505,Orchid fleck dichorhavirus,China,19,1
45506,Orchid fleck dichorhavirus,Colombia,21,2
45507,Orchid fleck dichorhavirus,Costa Rica,23,2
45508,Orchid fleck dichorhavirus,France,25,2
45509,Orchid fleck dichorhavirus,Germany,28,3
45510,Orchid fleck dichorhavirus,Japan,62,34
45511,Orchid fleck dichorhavirus,Mexico,96,34
45512,Orchid fleck dichorhavirus,Paraguay,98,2
45513,Orchid fleck dichorhavirus,South Africa,112,14
45514,Orchid fleck dichorhavirus,USA,146,34
45515,Orchidvirus,USA,699,699
45516,Orcinus orca papillomavirus SW2001/234,United Kingdom,1,1
45517,Ord River hapavirus,Australia,30,30
45518,Ordinary reptarenavirus,Germany,2,2
45519,Ordinary reptarenavirus,Switzerland,20,18
45520,Oreochromis mossambicus nervous necrosis virus,Taiwan,1,1
45521,Oreochromis niloticus nervous necrosis virus,Egypt,4,4
45522,Oreolalax rhodostigmatus papillomavirus 1,China,1,1
45523,Orestiada partiti-like virus,Greece,1,1
45524,Orf virus,Argentina,36,36
45525,Orf virus,Austria,37,1
45526,Orf virus,Botswana,39,2
45527,Orf virus,Brazil,106,67
45528,Orf virus,Canada,129,23
45529,Orf virus,Chile,133,4
45530,Orf virus,China,1796,1663
45531,Orf virus,Croatia,1798,2
45532,Orf virus,Cuba,1809,11
45533,Orf virus,Egypt,1820,11
45534,Orf virus,Ethiopia,1856,36
45535,Orf virus,Finland,1875,19
45536,Orf virus,France,1877,2
45537,Orf virus,Georgia,1878,1
45538,Orf virus,Germany,2276,398
45539,Orf virus,Greece,2287,11
45540,Orf virus,India,2716,429
45541,Orf virus,Iran,2774,58
45542,Orf virus,Iraq,2803,29
45543,Orf virus,Israel,2807,4
45544,Orf virus,Italy,2969,162
45545,Orf virus,Japan,2997,28
45546,Orf virus,Malaysia,3029,32
45547,Orf virus,Mexico,3051,22
45548,Orf virus,Mongolia,3052,1
45549,Orf virus,New Zealand,3184,132
45550,Orf virus,Nigeria,3204,20
45551,Orf virus,Norway,3222,18
45552,Orf virus,Pakistan,3245,23
45553,Orf virus,Russia,3248,3
45554,Orf virus,Serbia,3270,22
45555,Orf virus,Slovenia,3273,3
45556,Orf virus,South Africa,3279,6
45557,Orf virus,South Korea,3291,12
45558,Orf virus,Sudan,3295,4
45559,Orf virus,Sweden,3297,2
45560,Orf virus,Taiwan,3306,9
45561,Orf virus,Tanzania,3307,1
45562,Orf virus,Turkey,3343,36
45563,Orf virus,USA,3928,585
45564,Orf virus,United Arab Emirates,3930,2
45565,Orf virus,Uruguay,3954,24
45566,Orf virus,Zambia,3956,2
45567,Orgi virus,USA,15,15
45568,Orgyia ericae nucleopolyhedrovirus,China,4,4
45569,Orgyia leucostigma nucleopolyhedrovirus,Canada,270,270
45570,Orgyia pseudotsugata single capsid nuclopolyhedrovirus,USA,156,156
45571,Oriboca orthobunyavirus,Brazil,28,28
45572,Oriboca orthobunyavirus,Peru,32,4
45573,Oriental small-clawed otter gammaherpesvirus,Hungary,1,1
45574,Orin narna-like virus,Australia,2,2
45575,Orinoco orinovirus,USA,10,10
45576,Orinovirus,Germany,3,3
45577,Orinovirus,USA,13,10
45578,Orivirus,Hungary,1,1
45579,Orivirus A,Hungary,1,1
45580,Ornamental onion stripe mosaic virus,Netherlands,1,1
45581,Ornamental onion stripe mosaic virus,United Kingdom,2,1
45582,Ornate chorus frog influenza-like virus,China,7,7
45583,Ornithogalum cuspidatum mosaic virus,Iran,1,1
45584,Ornithogalum mosaic virus,Australia,17,17
45585,Ornithogalum mosaic virus,China,18,1
45586,Ornithogalum mosaic virus,India,28,10
45587,Ornithogalum mosaic virus,Israel,29,1
45588,Ornithogalum mosaic virus,Japan,31,2
45589,Ornithogalum mosaic virus,Netherlands,34,3
45590,Ornithogalum mosaic virus,New Zealand,38,4
45591,Ornithogalum mosaic virus,South Africa,82,44
45592,Ornithogalum mosaic virus,South Korea,84,2
45593,Ornithogalum mosaic virus,USA,88,4
45594,Ornithogalum virus 2,Japan,2,2
45595,Ornithogalum virus 2,New Zealand,3,1
45596,Ornithogalum virus 2,South Africa,8,5
45597,Ornithogalum virus 2,USA,12,4
45598,Ornithogalum virus 3,Japan,2,2
45599,Ornithogalum virus 3,Netherlands,3,1
45600,Ornithogalum virus 3,New Zealand,4,1
45601,Ornithogalum virus 3,South Africa,12,8
45602,Ornithogalum virus 3,United Kingdom,13,1
45603,Ornithogalum virus 4,Netherlands,1,1
45604,Ornithogalum virus 5,South Africa,5,5
45605,Orogrande virus,USA,1,1
45606,Oropouche orthobunyavirus,Brazil,305,305
45607,Oropouche orthobunyavirus,Colombia,309,4
45608,Oropouche orthobunyavirus,Ecuador,334,25
45609,Oropouche orthobunyavirus,French Guiana,338,4
45610,Oropouche orthobunyavirus,Haiti,342,4
45611,Oropouche orthobunyavirus,Panama,360,18
45612,Oropouche orthobunyavirus,Peru,431,71
45613,Oropouche orthobunyavirus,Trinidad and Tobago,440,9
45614,Oropouche orthobunyavirus,Venezuela,444,4
45615,Orsay virus,France,7,7
45616,Orthoavulavirus,Angola,30,30
45617,Orthoavulavirus,Antarctica,70,40
45618,Orthoavulavirus,Argentina,94,24
45619,Orthoavulavirus,Australia,170,76
