Species,Country,Count
Mycobacterium virus Wee,USA,218
Mycobacterium virus Xeno,USA,138
Mycobacterium virus Yoshi,USA,232
Mycobacterium virus Zemanar,USA,190
Mycobacterium virus lockley,USA,180
Mycolicibacterium phage J1,India,36
Mycoplasma phage MGyu-2021a,Hungary,22
Mycoplasma phage sp.,France,109
Mycoplasma phage sp.,Hungary,124
Mycoreovirus 1,Japan,4
Mycoreovirus 2,USA,2
Mycoreovirus 3,Japan,7
Mycosphaerella hypovirus A,USA,1
Mycosphaerella partitivirus A,USA,1
Mycosphaerella tobamovirus B,USA,2
Mycosphaerella virus A,USA,1
Mycovirus M7,Colombia,1
Mycroft virus,Australia,2
Myga sigmavirus,China,12
Myna calicivirus,Australia,2
Myna chaphamaparvovirus,Australia,2
Myna hepatovirus,Australia,1
Myocastor coypus polyomavirus 1,Brazil,10
Myodes glareolus cytomegalovirus 1,Germany,2
Myodes glareolus polyomavirus 1,Germany,30
Myodes glareolus rhadinovirus 1,Germany,2
Myodes jeilongvirus,Slovenia,18
Myodes narmovirus,Russia,14
Myotacovirus sp.,Georgia,6
Myotis Bat Alphacoronavirus strain MJ_26C,China,1
Myotis Bat Alphacoronavirus strain MJ_27C,China,1
Myotis Bat Alphacoronavirus strain MJ_2C,China,1
Myotis Bat Alphacoronavirus strain MJ_51C,China,1
Myotis Bat Alphacoronavirus strain YNXY_10C,China,1
Myotis Bat Alphacoronavirus strain YNXY_11C,China,1
Myotis Bat Alphacoronavirus strain YNXY_12C,China,1
Myotis Bat Alphacoronavirus strain YNXY_13C,China,1
Myotis Bat Alphacoronavirus strain YNXY_15C,China,1
Myotis Bat Alphacoronavirus strain YNXY_16C,China,1
Myotis Bat Alphacoronavirus strain YNXY_17C,China,1
Myotis Bat Alphacoronavirus strain YNXY_18C,China,1
Myotis Bat Alphacoronavirus strain YNXY_19C,China,1
Myotis Bat Alphacoronavirus strain YNXY_20C,China,1
Myotis Bat Alphacoronavirus strain YNXY_21C,China,1
Myotis Bat Alphacoronavirus strain YNXY_31C,China,1
Myotis Bat Alphacoronavirus strain YNXY_33C,China,1
Myotis Bat Alphacoronavirus strain YNXY_34C,China,1
Myotis Bat Alphacoronavirus strain YNXY_39C,China,1
Myotis Bat Alphacoronavirus strain YNXY_3C,China,1
Myotis Bat Alphacoronavirus strain YNXY_41C,China,1
Myotis Bat Alphacoronavirus strain YNXY_42C,China,1
Myotis Bat Alphacoronavirus strain YNXY_44C,China,1
Myotis Bat Alphacoronavirus strain YNXY_45C,China,1
Myotis Bat Alphacoronavirus strain YNXY_46C,China,1
Myotis Bat Alphacoronavirus strain YNXY_47C,China,1
Myotis Bat Alphacoronavirus strain YNXY_48C,China,1
Myotis Bat Alphacoronavirus strain YNXY_50C,China,1
Myotis Bat Alphacoronavirus strain YNXY_54C,China,1
Myotis Bat Alphacoronavirus strain YNXY_5C,China,1
Myotis Bat Alphacoronavirus strain YNXY_7C,China,1
Myotis Bat Alphacoronavirus strain YNXY_8C,China,1
Myotis alcathoe betaherpesvirus 1,Spain,2
Myotis alphacoronavirus,China,9
Myotis bat morbillivirus,Brazil,8
Myotis bechsteinii betaherpesvirus 1,Spain,1
Myotis blythii betaherpesvirus 1,Spain,1
Myotis capaccinii gammaherpesvirus 1,Spain,1
Myotis capaccinii rhadinovirus,Spain,1
Myotis chinensis coronavirus 172285,China,1
Myotis chinensis coronavirus 172286,China,1
Myotis chinensis coronavirus 172287,China,1
Myotis chinensis coronavirus 172310,China,1
Myotis daubentonii betaherpesvirus 1,Spain,2
Myotis daubentonii coronavirus,China,7
Myotis daubentonii endogenous retrovirus,Germany,1
Myotis daubentonii gammaherpesvirus 1,Spain,1
Myotis davidii coronavirus,China,11
Myotis davidii polyomavirus 1,China,4
Myotis emarginatus betaherpesvirus 1,Spain,2
Myotis emarginatus gammaherpesvirus 1,Spain,1
Myotis escalerai betaherpesvirus 1,Spain,1
Myotis escalerai betaherpesvirus 2,Spain,2
Myotis gammaherpesvirus 8,USA,154
Myotis horsfieldii polyomavirus 1,China,5
Myotis horsfieldii polyomavirus 2,China,4
Myotis horsfieldii polyomavirus 3,China,6
Myotis laniger coronavirus 171994,China,1
Myotis latirostis coronavirus,Taiwan,1
Myotis lucifugus polyomavirus 1,Canada,12
Myotis myotis betaherpesvirus 1,Spain,2
Myotis myotis endogenous retrovirus,Germany,1
Myotis myotis gammaherpesvirus 1,Spain,1
Myotis mystacinus betaherpesvirus 1,Spain,2
Myotis nattereri betaherpesvirus,Germany,1
Myotis nattereri rhadinovirus 1,Germany,1
Myotis oxyotus betaherpesvirus,Peru,3
Myotis ricketti alphacoronavirus Sax-2011,China,12
Myotis ricketti astrovirus 1,China,1
Myotis ricketti coronavirus 162191,China,1
Myotis ricketti coronavirus 162192,China,1
Myotis ricketti herpesvirus 1,China,2
Myotis ricketti herpesvirus 2,China,2
Myotis ricketti parvovirus,China,4
Myoviridae environmental samples,Antarctica,63
Myoviridae environmental samples,Canada,32
Myoviridae environmental samples,China,1572
Myoviridae environmental samples,France,185
Myoviridae environmental samples,Ireland,44
Myoviridae environmental samples,Japan,2050
Myoviridae environmental samples,Kuwait,69
Myoviridae environmental samples,Lithuania,9
Myoviridae environmental samples,Norway,87
Myoviridae environmental samples,Poland,16
Myoviridae environmental samples,Russia,95
Myoviridae environmental samples,South Africa,8
Myoviridae environmental samples,USA,752
Myoviridae sp.,Belgium,2384
Myoviridae sp.,Canada,1164
Myoviridae sp.,China,1
Myoviridae sp.,Pacific Ocean,1520
Myoviridae sp.,South Korea,2
Myoviridae sp.,USA,321495
Myoviridae sp. ct0QB11,USA,38
Myoviridae sp. ct0Tg8,USA,66
Myoviridae sp. ct0e511,USA,38
Myoviridae sp. ct0f722,USA,60
Myoviridae sp. ct0jJ30,USA,58
Myoviridae sp. ct0mM28,USA,60
Myoviridae sp. ct0wg9,USA,78
Myoviridae sp. ct1CM14,USA,39
Myoviridae sp. ct1IL4,USA,56
Myoviridae sp. ct1Js5,USA,68
Myoviridae sp. ct1PY2,USA,24
Myoviridae sp. ct1vM3,USA,34
Myoviridae sp. ct25F5,USA,40
Myoviridae sp. ct2798,USA,44
Myoviridae sp. ct2DO6,USA,40
Myoviridae sp. ct2Pw37,USA,60
Myoviridae sp. ct2cn10,USA,23
Myoviridae sp. ct2iG11,USA,28
Myoviridae sp. ct2th6,USA,26
Myoviridae sp. ct35n35,USA,33
Myoviridae sp. ct3D84,USA,27
Myoviridae sp. ct3O52,USA,16
Myoviridae sp. ct3OK4,USA,9
Myoviridae sp. ct3Pt8,USA,33
Myoviridae sp. ct3Sw5,USA,33
Myoviridae sp. ct3hC12,USA,20
Myoviridae sp. ct3it16,USA,58
Myoviridae sp. ct3mI7,USA,70
Myoviridae sp. ct3wi9,USA,145
Myoviridae sp. ct3zR3,USA,7
Myoviridae sp. ct44j18,USA,20
Myoviridae sp. ct4QN2,USA,39
Myoviridae sp. ct4tH12,USA,60
Myoviridae sp. ct4vg1,USA,35
Myoviridae sp. ct4xW4,USA,15
Myoviridae sp. ct4yW2,USA,36
Myoviridae sp. ct5Tq8,USA,63
Myoviridae sp. ct5Xl4,USA,62
Myoviridae sp. ct5hB2,USA,48
Myoviridae sp. ct5kl10,USA,43
Myoviridae sp. ct5nJ10,USA,14
Myoviridae sp. ct5xX4,USA,23
Myoviridae sp. ct5xZ3,USA,106
Myoviridae sp. ct6F13,USA,90
Myoviridae sp. ct6Ob8,USA,10
Myoviridae sp. ct6aW5,USA,42
Myoviridae sp. ct6uZ8,USA,18
Myoviridae sp. ct78050,USA,40
Myoviridae sp. ct7CH26,USA,62
Myoviridae sp. ct7Q419,USA,33
Myoviridae sp. ct7Sv1,USA,16
Myoviridae sp. ct7bD4,USA,34
Myoviridae sp. ct7eg16,USA,12
Myoviridae sp. ct7zc7,USA,26
Myoviridae sp. ct8Eu10,USA,23
Myoviridae sp. ct8ME27,USA,53
Myoviridae sp. ct8Uw4,USA,47
Myoviridae sp. ct96L1,USA,22
Myoviridae sp. ct9Fw19,USA,28
Myoviridae sp. ct9MV2,USA,52
Myoviridae sp. ct9Ns12,USA,131
Myoviridae sp. ctA1z6,USA,31
Myoviridae sp. ctA4D8,USA,86
Myoviridae sp. ctAbS6,USA,52
Myoviridae sp. ctAca11,USA,91
Myoviridae sp. ctAys2,USA,35
Myoviridae sp. ctB3C22,USA,18
Myoviridae sp. ctB7y8,USA,14
Myoviridae sp. ctBDS4,USA,39
Myoviridae sp. ctBoB21,USA,105
Myoviridae sp. ctBrv3,USA,45
Myoviridae sp. ctBtT5,USA,111
Myoviridae sp. ctCL221,USA,64
Myoviridae sp. ctCjb12,USA,75
Myoviridae sp. ctCop38,USA,66
Myoviridae sp. ctD8022,USA,40
Myoviridae sp. ctEBR14,USA,47
Myoviridae sp. ctEg02,USA,91
Myoviridae sp. ctEwD1,USA,28
Myoviridae sp. ctFCq8,USA,55
Myoviridae sp. ctFPV8,USA,62
Myoviridae sp. ctFYw8,USA,59
Myoviridae sp. ctGBP5,USA,59
Myoviridae sp. ctGRa7,USA,16
Myoviridae sp. ctGjZ5,USA,34
Myoviridae sp. ctGkq5,USA,68
Myoviridae sp. ctHFk21,USA,19
Myoviridae sp. ctHP32,USA,44
Myoviridae sp. ctHaT25,USA,32
Myoviridae sp. ctHfT6,USA,48
Myoviridae sp. ctI7W9,USA,76
Myoviridae sp. ctISH16,USA,15
Myoviridae sp. ctIyl4,USA,67
Myoviridae sp. ctJHU2,USA,23
Myoviridae sp. ctJfU3,USA,37
Myoviridae sp. ctK7P4,USA,24
Myoviridae sp. ctKHS5,USA,59
Myoviridae sp. ctKZW4,USA,73
Myoviridae sp. ctLRE27,USA,19
Myoviridae sp. ctLjW1,USA,31
Myoviridae sp. ctLnO19,USA,252
Myoviridae sp. ctLtm40,USA,22
Myoviridae sp. ctMYT7,USA,32
Myoviridae sp. ctMb725,USA,27
Myoviridae sp. ctMvU7,USA,32
Myoviridae sp. ctNDZ29,USA,12
Myoviridae sp. ctNQr16,USA,69
Myoviridae sp. ctNYa18,USA,66
Myoviridae sp. ctNnv6,USA,28
Myoviridae sp. ctO4916,USA,53
Myoviridae sp. ctOAa14,USA,31
Myoviridae sp. ctOoC8,USA,59
Myoviridae sp. ctOv05,USA,26
Myoviridae sp. ctOyc4,USA,56
Myoviridae sp. ctP4M4,USA,33
Myoviridae sp. ctPGO22,USA,5
Myoviridae sp. ctPSW2,USA,52
Myoviridae sp. ctPT18,USA,98
Myoviridae sp. ctPVE25,USA,31
Myoviridae sp. ctPuP5,USA,375
Myoviridae sp. ctQ6D10,USA,21
Myoviridae sp. ctQV19,USA,54
Myoviridae sp. ctQYc56,USA,40
Myoviridae sp. ctQve5,USA,28
Myoviridae sp. ctR2338,USA,18
Myoviridae sp. ctRD66,USA,57
Myoviridae sp. ctRPH1,USA,62
Myoviridae sp. ctRRy11,USA,51
Myoviridae sp. ctRTx89,USA,35
Myoviridae sp. ctRbn2,USA,57
Myoviridae sp. ctRrG7,USA,13
Myoviridae sp. ctSBU9,USA,22
Myoviridae sp. ctSGm32,USA,50
Myoviridae sp. ctSGr1,USA,24
Myoviridae sp. ctStS16,USA,46
Myoviridae sp. ctSyg22,USA,26
Myoviridae sp. ctT1Q6,USA,30
Myoviridae sp. ctT3B27,USA,40
Myoviridae sp. ctTBm11,USA,21
Myoviridae sp. ctTDl1,USA,58
Myoviridae sp. ctTK08,USA,88
Myoviridae sp. ctTOm1,USA,26
Myoviridae sp. ctTRu92,USA,34
Myoviridae sp. ctTYJ16,USA,16
Myoviridae sp. ctThM1,USA,156
Myoviridae sp. ctU4n16,USA,31
Myoviridae sp. ctUFx54,USA,19
Myoviridae sp. ctULz28,USA,22
Myoviridae sp. ctUPB15,USA,26
Myoviridae sp. ctUX613,USA,37
Myoviridae sp. ctVCj30,USA,17
Myoviridae sp. ctVDo27,USA,51
Myoviridae sp. ctW7Z6,USA,24
Myoviridae sp. ctWXg38,USA,20
Myoviridae sp. ctWaE18,USA,41
Myoviridae sp. ctWiL39,USA,58
Myoviridae sp. ctX172,USA,49
Myoviridae sp. ctXRl20,USA,67
Myoviridae sp. ctXVO17,USA,62
Myoviridae sp. ctXwe21,USA,70
Myoviridae sp. ctYzH9,USA,46
Myoviridae sp. ctZDd15,USA,32
Myoviridae sp. ctZNX6,USA,19
Myoviridae sp. ctZSu31,USA,37
Myoviridae sp. ctZgq1,USA,144
Myoviridae sp. ctZiv5,USA,29
Myoviridae sp. ctZzC3,USA,23
Myoviridae sp. ctaMv1,USA,21
Myoviridae sp. ctaNG1,USA,45
Myoviridae sp. ctaOv25,USA,48
Myoviridae sp. ctagO6,USA,70
Myoviridae sp. ctakU3,USA,72
Myoviridae sp. ctbWL16,USA,43
Myoviridae sp. ctbwh6,USA,74
Myoviridae sp. ctcFb5,USA,64
Myoviridae sp. ctcPl3,USA,59
Myoviridae sp. ctcaJ26,USA,10
Myoviridae sp. ctcwu24,USA,44
Myoviridae sp. ctdNl2,USA,91
Myoviridae sp. ctdSc46,USA,17
Myoviridae sp. ctdWz11,USA,16
Myoviridae sp. ctdXd38,USA,38
Myoviridae sp. ctdsp2,USA,22
Myoviridae sp. ctdv95,USA,83
Myoviridae sp. ctdxI18,USA,56
Myoviridae sp. cte0p10,USA,74
Myoviridae sp. cte0t5,USA,80
Myoviridae sp. cte5Z19,USA,39
Myoviridae sp. cteBs22,USA,85
Myoviridae sp. cteaT5,USA,43
Myoviridae sp. ctegP15,USA,49
Myoviridae sp. cteo515,USA,35
Myoviridae sp. ctfJc17,USA,123
Myoviridae sp. ctfOA1,USA,36
Myoviridae sp. ctfr31,USA,18
Myoviridae sp. ctfrL10,USA,46
Myoviridae sp. ctfvB24,USA,36
Myoviridae sp. ctg8M33,USA,19
Myoviridae sp. ctgXL3,USA,135
Myoviridae sp. ctgpD8,USA,27
Myoviridae sp. ctgr818,USA,22
Myoviridae sp. ctgsk7,USA,90
Myoviridae sp. ctguh8,USA,25
Myoviridae sp. ctgyr15,USA,25
Myoviridae sp. cth2T2,USA,27
Myoviridae sp. cthRr4,USA,28
Myoviridae sp. cthmz15,USA,17
Myoviridae sp. cti9m5,USA,30
Myoviridae sp. ctiBE32,USA,66
Myoviridae sp. ctiil21,USA,58
Myoviridae sp. ctino4,USA,74
Myoviridae sp. ctioD2,USA,10
Myoviridae sp. ctisV53,USA,35
Myoviridae sp. ctitt1,USA,48
Myoviridae sp. ctiu99,USA,55
Myoviridae sp. ctj3P51,USA,121
Myoviridae sp. ctj994,USA,62
Myoviridae sp. ctj9o3,USA,37
Myoviridae sp. ctjhW4,USA,87
Myoviridae sp. ctjs85,USA,50
Myoviridae sp. ctjz83,USA,37
Myoviridae sp. ctk251,USA,64
Myoviridae sp. ctkOm7,USA,71
Myoviridae sp. ctkmZ20,USA,146
Myoviridae sp. ctlHW5,USA,57
Myoviridae sp. ctlRg1,USA,38
Myoviridae sp. ctlnK45,USA,55
Myoviridae sp. ctm8X17,USA,34
Myoviridae sp. ctmii12,USA,23
Myoviridae sp. ctn8H20,USA,62
Myoviridae sp. ctngn1,USA,29
Myoviridae sp. ctniE2,USA,65
Myoviridae sp. cto1k8,USA,30
Myoviridae sp. ctoIO8,USA,26
Myoviridae sp. ctoNH1,USA,60
Myoviridae sp. ctool15,USA,22
Myoviridae sp. ctp123,USA,10
Myoviridae sp. ctpiG4,USA,61
Myoviridae sp. ctpjm1,USA,94
Myoviridae sp. ctplG2,USA,66
Myoviridae sp. ctq8k5,USA,35
Myoviridae sp. ctq9w2,USA,69
Myoviridae sp. ctqMr7,USA,61
Myoviridae sp. ctqYq4,USA,60
Myoviridae sp. ctr0w28,USA,66
Myoviridae sp. ctrBM8,USA,7
Myoviridae sp. ctrCp2,USA,81
Myoviridae sp. ctrMq22,USA,60
Myoviridae sp. ctrf010,USA,13
Myoviridae sp. ctrnx29,USA,56
Myoviridae sp. ctro722,USA,53
Myoviridae sp. cts9u10,USA,27
Myoviridae sp. ctsGI2,USA,22
Myoviridae sp. ctsK93,USA,94
Myoviridae sp. ctsNT17,USA,22
Myoviridae sp. ctsip2,USA,82
Myoviridae sp. ctsmU9,USA,30
Myoviridae sp. ctuAx8,USA,25
Myoviridae sp. ctuID12,USA,26
Myoviridae sp. ctuJM17,USA,55
Myoviridae sp. ctuSi15,USA,32
Myoviridae sp. ctuYn2,USA,23
Myoviridae sp. ctv1i11,USA,59
Myoviridae sp. ctv9K3,USA,31
Myoviridae sp. ctvns3,USA,56
Myoviridae sp. ctw4b6,USA,56
Myoviridae sp. ctwmI4,USA,44
Myoviridae sp. ctwwN25,USA,173
Myoviridae sp. ctwwu11,USA,16
Myoviridae sp. ctx322,USA,84
Myoviridae sp. ctxZR60,USA,25
Myoviridae sp. ctxZp7,USA,21
Myoviridae sp. ctxbQ4,USA,35
Myoviridae sp. ctxi06,USA,39
Myoviridae sp. ctxjh1,USA,15
Myoviridae sp. ctxlX31,USA,43
Myoviridae sp. ctxpQ22,USA,47
Myoviridae sp. ctxym25,USA,61
Myoviridae sp. ctyD07,USA,20
Myoviridae sp. ctyFl19,USA,17
Myoviridae sp. ctyWv1,USA,79
Myoviridae sp. ctzA421,USA,43
Myoviridae sp. ctzRR1,USA,60
Myoviridae sp. ctzS633,USA,48
Myoviridae sp. ctzUB9,USA,50
Myoviridae sp. ctzc413,USA,47
Myoviridae sp. ctzwE5,USA,66
Myoviridae sp. ctzyI3,USA,64
Myoviridae sp. ctzzS20,USA,9
Myriapod hubavirus,China,9
Myriavirus myriapedis,China,8
Myriodontium keratinophilum bipartite virus 1,Italy,3
Myrmica scabrinodis virus 1,United Kingdom,12
Myrmica scabrinodis virus 2,United Kingdom,2
Mystacina coronavirus New Zealand/2013,New Zealand,5
Mytcor virus 1,China,3
Mytedu virus 1,France,3
Mytgal virus 1,Italy,1
Mytgal virus 2,Italy,2
Mythimna separata entomopoxvirus,China,613
Mythimna unipuncta granulovirus A,USA,3
Mythimna unipuncta granulovirus B,USA,3
Mythimna unipuncta nucleopolyhedrovirus,Japan,3
Mythimna unipuncta nucleopolyhedrovirus,USA,473
Mytilus Mediterranean mussel adintovirus,Spain,13
Myxococcus phage Mx4,USA,97
Myxoma virus,Australia,12963
Myxoma virus,Brazil,166
Myxoma virus,Egypt,1
Myxoma virus,Germany,4
Myxoma virus,Greece,6
Myxoma virus,Ireland,170
Myxoma virus,Poland,23
Myxoma virus,Portugal,49
Myxoma virus,Russia,53
Myxoma virus,Spain,1069
Myxoma virus,Switzerland,170
Myxoma virus,USA,169
Myxoma virus,United Kingdom,4076
NL63-related bat coronavirus strain BtKYNL63-9b,Kenya,44
NY_014 poxvirus,USA,394
Nackenback virus,Sweden,1
Nacovirus A,Germany,4
Nadgee virus,Australia,1
Nadsecevirus borborocola,Japan,3
Naganuma virus,Japan,1
Nahjiuvirus borborohabitans,USA,4
Nahjiuvirus borborovicinum,Japan,4
Nahsuvirus telluradaptatum,USA,3
Nahsuvirus telluricola,USA,3
Nai virus,USA,5
Nairobi sheep disease orthonairovirus,China,23
Nairobi sheep disease orthonairovirus,India,41
Nairobi sheep disease orthonairovirus,Kenya,3
Nairoviridae sp.,China,1
Nakiwogo virus,Uganda,18
Namao virus,Canada,280
Nanay virus,Peru,2
Nandayus nenday CRESS-DNA-virus sp.,China,14
Nandayus nenday Chaphamaparvovirus,China,2
Nandayus nenday Genomoviridae sp.,China,2
Nandayus nenday parvoviridae sp.,China,2
Nandina citrivirus,New Zealand,3
Nangarvirus 1,China,10
Nanhai dogfish shark hepacivirus,China,1
Nanhai dogfish shark pesti-like virus,China,1
Nanhai dogfish shark rotavirus,China,1
Nanhai ghost shark astrovirus 1,China,2
Nanhai ghost shark astrovirus 2,China,2
Nanhai ghost shark hepacivirus 1,China,1
Nanhai ghost shark hepacivirus 2,China,1
Nanhai ghost shark hepevirus,China,2
Nanhai ghost shark reovirus,China,1
Nanoarchaeotal virus 1,USA,52
Nanovirus-like particle,Egypt,4
Nanovirus-like particle,India,52
Nanovirus-like particle,Kenya,2
Nanovirus-like particle,Pakistan,18
Nanovirus-like particle,Singapore,2
Naples phlebovirus,Algeria,2
Naples phlebovirus,Cyprus,2
Naples phlebovirus,Egypt,2
Naples phlebovirus,France,7
Naples phlebovirus,India,2
Naples phlebovirus,Italy,3
Naples phlebovirus,Spain,4
Naples phlebovirus,Yugoslavia,2
Naples virus,Italy,4
Naples virus,Yugoslavia,4
Narangue mobuvirus,Colombia,3
Naranjilla chlorotic mosaic virus,Ecuador,3
Naranjilla mild mosaic virus,Ecuador,3
Narcissus common latent virus,China,24
Narcissus common latent virus,Netherlands,5
Narcissus degeneration virus,Australia,1
Narcissus degeneration virus,China,17
Narcissus degeneration virus,India,2
Narcissus degeneration virus,Japan,13
Narcissus degeneration virus,New Zealand,1
Narcissus late season yellows virus,Australia,22
Narcissus late season yellows virus,China,2
Narcissus late season yellows virus,Hungary,3
Narcissus late season yellows virus,Iran,1
Narcissus late season yellows virus,Japan,21
Narcissus late season yellows virus,Netherlands,1
Narcissus late season yellows virus,New Zealand,3
Narcissus late season yellows virus,United Kingdom,1
Narcissus latent virus,Australia,1
Narcissus latent virus,China,1
Narcissus latent virus,Hungary,3
Narcissus latent virus,Japan,3
Narcissus latent virus,Netherlands,2
Narcissus latent virus,New Zealand,2
Narcissus latent virus,Poland,19
Narcissus latent virus,United Kingdom,1
Narcissus mosaic virus,Australia,6
Narcissus mosaic virus,China,1
Narcissus mosaic virus,Hungary,4
Narcissus mosaic virus,Netherlands,1
Narcissus mosaic virus,New Zealand,6
Narcissus mottling-associated virus,China,1
Narcissus potyvirus,India,1
Narcissus potyvirus,Iran,3
Narcissus virus 1,Japan,2
Narcissus white stripe-associated virus,China,1
Narcissus yellow stripe virus,Australia,1
Narcissus yellow stripe virus,Brazil,1
Narcissus yellow stripe virus,China,16
Narcissus yellow stripe virus,India,3
Narcissus yellow stripe virus,Japan,29
Narcissus yellow stripe virus,Netherlands,1
Narcissus yellow stripe virus,United Kingdom,1
Nariva narmovirus,Trinidad and Tobago,16
Narnaviridae environmental sample,USA,2
Narnaviridae sp.,Canada,2
Narnaviridae sp.,China,10
Narnaviridae sp.,USA,1
Narnavirus I-329,Russia,1
Narnavirus sp.,China,1
Narnavirus sp.,USA,16
Nasonia vitripennis secondary endosymbiont phage,Canada,1
Nasonia vitripennis virus,USA,8
Nasoule virus,Central African Republic,9
Nathusius's pipistrelle adenovirus 1,Germany,1
Natorduori virus,Ghana,3
Natrialba virus PhiCh1,Austria,188
Navarro virus,Colombia,1
Nayun tick nairovirus,China,2
Nayun tick nairovirus,Romania,1
Nayun tick rhabdovirus,China,1
Nayun tick torquevirus,China,1
Ndumu virus,Kenya,15
Ndumu virus,South Africa,7
Ndumu virus,Uganda,2
Nea chili luteo-like virus,Greece,4
Nebet virus,USA,4
Nebovirus Bo/LZB-1/17/CH,China,2
Nebovirus Bo/M3641/2011/HUN,Hungary,2
Nebovirus Bo/MonastirB122/2007/TUN,Tunisia,1
Nebovirus Bo/MonastirB143/2009/TUN,Tunisia,1
Nebovirus Bo/MonastirB28/2006/TUN,Tunisia,1
Nebovirus Bo/MonastirB58/2006/TUN,Tunisia,1
Nebovirus Bo/MonastirB94-1/2007/TUN,Tunisia,1
Nebovirus FP-2014,Iran,6
Nebovirus NT-2014,Morocco,3
Nebovirus sp.,China,194
Nebovirus sp.,Iran,2
Nebovirus sp.,Turkey,13
Neckar River virus,Germany,8
Necocli orthohantavirus,Colombia,10
Necromys lasiurus Hepatitis E virus,Brazil,2
Nectarine marafivirus M,USA,4
Nectarine stem pitting associated virus,Australia,6
Nectarine stem pitting associated virus,China,29
