Species,Host,Count
Orthohepevirus A,Urva javanica,2
Orthohepevirus A,Vulpes vulpes,2
Orthohepevirus B,Anas platyrhynchos,2
Orthohepevirus B,Anatidae,4
Orthohepevirus B,Anser sp.,1
Orthohepevirus B,Buteo,2
Orthohepevirus B,Columbidae,12
Orthohepevirus B,Gallus gallus,332
Orthohepevirus B,Gyps himalayensis,1
Orthohepevirus B,Oryctolagus cuniculus,2
Orthohepevirus B,Strigidae,2
Orthohepevirus B,Turdidae,2
Orthohepevirus C,Apodemus chevrieri,58
Orthohepevirus C,Eothenomys chinensis,1
Orthohepevirus C,Eothenomys melanogaster,4
Orthohepevirus C,Homo sapiens,11
Orthohepevirus C,Mustela putorius,2
Orthohepevirus C,Mustela putorius furo,59
Orthohepevirus C,Ochotona curzoniae,1
Orthohepevirus C,Rattus norvegicus,17
Orthohepevirus D,Eptesicus serotinus,2
Orthomyxoviridae sp.,Aedes notoscriptus,6
Orthomyxoviridae sp.,Culicoides puncticollis,4
Orthomyxoviridae sp.,Nycteribiidae,7
Orthonairovirus sp.,Rodentia,4
Orthonairovirus sp.,Soricidae,3
Orthopneumovirus sp.,Bos taurus,1
Orthopoxvirus GCP2010,Homo sapiens,9
Orthopoxvirus GCP2013,Homo sapiens,9
Orthopoxvirus Tena Dona,Homo sapiens,9
Orthopoxvirus sp.,Felis catus,10
Orthopoxvirus sp.,Macaca tonkeana,10
Orthopteran anphevirus,Orthoptera,2
Orthopteran chu-related virus OKIAV116,Tetrix subulata,1
Orthopteran chu-related virus OKIAV152,Phymateus viridipes,2
Orthopteran flavi-related virus,Dictyophorus griseus,1
Orthopteran flavi-related virus,Phymateus viridipes,1
Orthopteran flavi-related virus,Stenoscepa,1
Orthopteran miniambidensovirus 1,Gryllidae,2
Orthopteran orthomyxo-related virus OKIAV160,Nippancistroger testaceus,1
Orthopteran orthomyxo-related virus OKIAV207,Atractomorpha sp.,1
Orthopteran scindoambidensovirus 1,Acheta domesticus,9
Orthopteran scindoambidensovirus 1,Gryllodes sigillatus,1
Orthoreovirus sp.,Eonycteris spelaea,2
Orthoreovirus sp.,Gallus gallus,61
Orungo virus,Homo sapiens,31
Orycavirus sp.,Oryctolagus cuniculus,1
Oryctes rhinoceros nudivirus,Oryctes rhinoceros,22
Oryctes rhinoceros nudivirus,Trypoxylus dichotomus,1
Oryctes rhinoceros picorna-like virus 1,Oryctes rhinoceros,1
Oryza rufipogon alphaendornavirus,Oryza rufipogon,2
Oryza sativa alphaendornavirus,Oryza sativa,1
Oryza sativa alphaendornavirus,Oryza sativa Japonica Group,3
Oscivirus A,Copsychus saularis,3
Oscivirus A,Turdus hortulorum,3
Osedax japonicus RNA virus 1,Osedax japonicus,4
Osigowavirus insecticola,activated sludge metagenome,1
Osterfarnebo virus,Culex,1
Ostichthys japonicus nervous necrosis virus,Ostichthys japonicus,1
Ostrekin virus,Pygoscelis adeliae,1
Ostreococcus lucimarinus virus 1,Ostreococcus sp. 'lucimarinus',3
Ostreococcus lucimarinus virus 2,Ostreococcus sp. 'lucimarinus',2
Ostreococcus lucimarinus virus 7,Ostreococcus sp. 'lucimarinus',3
Ostreococcus lucimarinus virus OlV155,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV158,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV164,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV3,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV349,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV350,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV359,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV360,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV364,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV368,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV4,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV402,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV458,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV462,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV464,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV465,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV466,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV467,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV468,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV470,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV5,Ostreococcus sp. 'lucimarinus',2
Ostreococcus lucimarinus virus OlV536,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV537,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV6,Ostreococcus sp. 'lucimarinus',1
Ostreococcus mediterraneus virus 1,Ostreococcus mediterraneus,2
Ostreococcus mediterraneus virus 2,Ostreococcus mediterraneus,1
Ostreococcus sp. virus,Ostreococcus sp.,32
Ostreococcus tauri virus 2,Ostreococcus,2
Ostreococcus tauri virus 2,Ostreococcus sp. RCC356,2
Ostreococcus tauri virus 2,Ostreococcus tauri,188
Ostreococcus tauri virus OtV5,Ostreococcus tauri,2
Ostreococcus tauri virus RT-2011,Ostreococcus tauri,18
Ostreococcus virus,Ostreococcus,2
Ostreococcus virus,Ostreococcus sp. RCC344,2
Ostreococcus virus,Ostreococcus sp. RCC356,1
Ostreococcus virus,Ostreococcus tauri,2
Ostreococcus virus O356V303,Ostreococcus sp. RCC356,1
Ostreococcus virus OtV09_559,Ostreococcus tauri,1
Ostreococcus virus OtV102,Ostreococcus,1
Ostreococcus virus OtV113,Ostreococcus,1
Ostreococcus virus OtV121,Ostreococcus,1
Ostreococcus virus OtV126,Ostreococcus,1
Ostreococcus virus OtV21,Ostreococcus,1
Ostreococcus virus OtV22,Ostreococcus,1
Ostreococcus virus OtV23,Ostreococcus,1
Ostreococcus virus OtV29,Ostreococcus,1
Ostreococcus virus OtV3,Ostreococcus,1
Ostreococcus virus OtV52,Ostreococcus,1
Ostreococcus virus OtV63,Ostreococcus,1
Ostreococcus virus OtV64,Ostreococcus,1
Ostreococcus virus OtV65,Ostreococcus,1
Ostreococcus virus OtV66,Ostreococcus,1
Ostreococcus virus OtV67,Ostreococcus,1
Ostreococcus virus OtV72,Ostreococcus,1
Ostreococcus virus OtV78,Ostreococcus,1
Ostrich orthoreovirus Ost1,Struthio camelus,8
Ostrinia furnacalis nucleopolyhedrovirus,Ostrinia furnacalis,3
Osugoroshi virus,Homona magnanima,24
Osugoroshi virus 1,Homona magnanima,1
Osugoroshi virus 2,Homona magnanima,1
Osugoroshi virus 3,Homona magnanima,1
Otaria flavescens adenovirus Spain/2010,Otaria byronia,1
Otariid alphaherpesvirus 1,Otaria byronia,1
Otariid gammaherpesvirus 5,Arctocephalus tropicalis,2
Otariid gammaherpesvirus 6,Arctocephalus australis,4
Otariid gammaherpesvirus 6,Arctocephalus tropicalis,1
Otariid herpesvirus 2,Zalophus californianus,1
Otariid herpesvirus 3,Zalophus californianus,1
Otariid herpesvirus 4,Zalophus californianus,1
Otariid herpesvirus 5,Arctocephalus australis,1
Otariid herpesvirus 5,Arctocephalus tropicalis,1
Otariid herpesvirus 6,Arctocephalus australis,1
Otariid herpesvirus 7,Arctocephalus tropicalis,1
Otarine adenovirus,Otaria byronia,2
Otarine adenovirus 2,Zalophus californianus,1
Otarine gammaherpesvirus 4,Callorhinus ursinus,4
Otarine picobirnavirus,Zalophus californianus,28
Otomops martiensseni polyomavirus 1,Otomops martiensseni,4
Otomops martiensseni polyomavirus 2,Otomops martiensseni,2
Otomops polyomavirus 3,Otomops martiensseni,2
Otter fecal bunyavirus,Lutra lutra,2
Otus scops CRESS-DNA-virus sp.,Otus scops,2
Otus scops Genomoviridae sp.,Otus scops,1
Otus scops parvoviridae sp.,Otus scops,2
Otus toti-like virus,Rhodosorus marinus,1
Ouango virus,Ploceus melanocephalus,3
Ouratea duparquetiana associated gemykibivirus,Campylospermum duparquetianum,1
Ourea durna-like virus,Dinophysis acuminata,1
Ourmia melon virus,Cucurbitaceae,6
Ourmiavirus sp.,Panicum virgatum,1
Ousland virus,Pygoscelis adeliae,1
Ovine astrovirus OAstV-2/Hungary/2009,Ovis aries,1
Ovine astrovirus S5.1,Ovis aries,1
Ovine astrovirus S6.1,Ovis aries,1
Ovine enterovirus 2019-00927,Ovis aries,1
Ovine enzootic nasal tumor virus,Camelus bactrianus,3
Ovine enzootic nasal tumor virus,Ovis aries,23
Ovine gammaherpesvirus 2,Alces alces,6
Ovine gammaherpesvirus 2,Alces americanus,1
Ovine gammaherpesvirus 2,Bison bison,2
Ovine gammaherpesvirus 2,Bison bonasus,4
Ovine gammaherpesvirus 2,Bos frontalis,2
Ovine gammaherpesvirus 2,Bos taurus,153
Ovine gammaherpesvirus 2,Bovidae,2
Ovine gammaherpesvirus 2,Bubalus bubalis,23
Ovine gammaherpesvirus 2,Capra hircus,21
Ovine gammaherpesvirus 2,Capreolus capreolus,3
Ovine gammaherpesvirus 2,Cervus,3
Ovine gammaherpesvirus 2,Cervus nippon,14
Ovine gammaherpesvirus 2,Elaphurus davidianus,3
Ovine gammaherpesvirus 2,Equus caballus,7
Ovine gammaherpesvirus 2,Ovis aries,35
Ovine gammaherpesvirus 2,Ovis canadensis,1
Ovine gammaherpesvirus 2,Ovis dalli stonei,2
Ovine gammaherpesvirus 2,Rusa alfredi,2
Ovine gammaherpesvirus 2,Rusa timorensis,3
Ovine gammaherpesvirus 2,Rusa unicolor,3
Ovine gammaherpesvirus 2,Sus scrofa,4
Ovine gammaherpesvirus 2,Sus scrofa domesticus,2
Ovine herpesvirus 1,Ovis aries,2
Ovine herpesvirus 3,Ovis canadensis,4
Ovine kobuvirus,Ovis aries,68
Ovine lentivirus,Capra hircus,1
Ovine lentivirus,Ovis aries,21
Ovine mastadenovirus A,Bos taurus,8
Ovine mastadenovirus A,Bovidae,5
Ovine mastadenovirus A,Ovis aries,3
Ovine mastadenovirus C,Ovis aries,2
Ovine parainfluenza virus 3,Ovis aries,1
Ovine pestivirus,Ovis aries,4
Ovine picobirnavirus,Bovidae,4
Ovine picobirnavirus,Ovis aries,6
Ovine picornavirus,Ovis aries,5
Ovine polyomavirus,Ovis aries,2
Ovine progressive pneumonia virus,Capra hircus,4
Ovine progressive pneumonia virus,Ovis aries,1206
Owenocuvirus pelohabitans,activated sludge metagenome,1
Owl adenovirus,Bubo bengalensis,1
Owl adenovirus Aichi10341,Megascops choliba,1
Oxalis yellow vein virus,Oxalis debilis,2
Oxbow orthohantavirus,Neurotrichus gibbsii,6
Oxera neriifolia tymo-like virus,Oxera neriifolia,1
Oxybasis rubra mitovirus 1,Oxybasis rubra,1
Oxyplax ochracea nucleopolyhedrovirus,Oxyplax ochracea,2
Oyster mushroom spherical virus,Pleurotus ostreatus,4
Oz virus,Amblyomma testudinarium,12
Ozimops sp. alphacoronavirus,Ozimops sp. DP-2019,1
P virus,Liocarcinus depurator,1
PNG bee virus 10,Apis mellifera,1
PNG bee virus 11,Apis mellifera,1
PNG bee virus 13,Apis mellifera,1
PNG bee virus 14,Apis mellifera,1
PNG bee virus 2,Apis mellifera,1
PNG bee virus 3,Apis mellifera,1
PNG bee virus 4,Apis mellifera,1
PNG bee virus 5,Apis mellifera,1
PNG bee virus 6,Apis mellifera,1
PNG bee virus 7,Apis mellifera,1
PNG bee virus 8,Apis mellifera,1
Pacehavirus pelovicinum,activated sludge metagenome,1
Pacehavirus pelovivens,activated sludge metagenome,1
Pachytrina philargyria nucleopolyhedrovirus,Pachytrina philargyria,4
Pacific black duck aalivirus,Anas superciliosa,3
Pacific black duck adeno-associated virus,Anas superciliosa,1
Pacific black duck anativirus-like virus,Anas superciliosa,1
Pacific black duck astrovirus,Anas superciliosa,4
Pacific black duck aveparvovirus,Anas superciliosa,3
Pacific black duck aviadenovirus,Anas superciliosa,7
Pacific black duck calicivirus,Anas superciliosa,6
Pacific black duck chaphamaparvovirus,Anas superciliosa,24
Pacific black duck chaphamaparvovirus 1,Anas superciliosa,1
Pacific black duck megrivirus,Anas superciliosa,6
Pacific black duck orthoreovirus,Anas superciliosa,14
Pacific black duck sicinivirus-like virus,Anas superciliosa,2
Pacific coast tick nairovirus,Dermacentor occidentalis,3
Pacific coast tick phlebovirus,Dermacentor occidentalis,2
Pacific cod betanodavirus,Gadus macrocephalus,1
Pacific flying fox associated multicomponent virus,Pteropus tonganus,3
Pacific flying fox faeces associated circular DNA virus-1,Pteropus tonganus,2
Pacific flying fox faeces associated circular DNA virus-10,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-11,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-12,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-13,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-14,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-15,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-2,Pteropus tonganus,2
Pacific flying fox faeces associated circular DNA virus-3,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-4,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-5,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-6,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-7,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-8,Pteropus tonganus,1
Pacific flying fox faeces associated circular DNA virus-9,Pteropus tonganus,1
Pacific flying fox faeces associated gemycircularvirus-11,Pteropus tonganus,5
Pacific flying fox faeces associated gemycircularvirus-4,Pteropus tonganus,1
Pacific flying fox faeces associated gemycircularvirus-8,Pteropus tonganus,1
Pacific salmon nidovirus,Oncorhynchus tshawytscha,2
Pacific salmon paramyxovirus Trask River 1983,Oncorhynchus tshawytscha,1
Pacmanvirus S19,Acanthamoeba castellanii,1
Pacora virus,Mus musculus,3
Pacui pacuvirus,Oryzomys sp.,6
Paenibacillus phage AlexiD,Paenibacillus larvae,1
Paenibacillus phage Arcticfreeze,Paenibacillus larvae,1
Paenibacillus phage Ash,Paenibacillus larvae,1
Paenibacillus phage BN12,Paenibacillus larvae,2
Paenibacillus phage Bert,Paenibacillus larvae,1
Paenibacillus phage Bloom,Paenibacillus larvae,1
Paenibacillus phage Bohemia,Paenibacillus larvae,1
Paenibacillus phage DevRi,Paenibacillus larvae,1
Paenibacillus phage Fitz,Paenibacillus larvae,1
Paenibacillus phage Genki,Paenibacillus larvae,1
Paenibacillus phage Gohan,Paenibacillus larvae,1
Paenibacillus phage Gryphonian,Paenibacillus larvae,1
Paenibacillus phage Heath,Paenibacillus larvae,1
Paenibacillus phage Hobie,Paenibacillus larvae,1
Paenibacillus phage Honeybear,Paenibacillus larvae,1
Paenibacillus phage JackPlaque,Paenibacillus larvae,1
Paenibacillus phage Kiel007,Paenibacillus larvae,1
Paenibacillus phage Ley,Paenibacillus larvae,1
Paenibacillus phage LincolnB,Paenibacillus larvae,1
Paenibacillus phage Mock2,Paenibacillus larvae,1
Paenibacillus phage Neutron,Paenibacillus larvae,1
Paenibacillus phage Newport,Paenibacillus larvae,1
Paenibacillus phage Norbert,Paenibacillus larvae,1
Paenibacillus phage PG1,Paenibacillus glucanolyticus,2
Paenibacillus phage Pahemo,Paenibacillus larvae,1
Paenibacillus phage Picard,Paenibacillus larvae,1
Paenibacillus phage Riker,Paenibacillus larvae,1
Paenibacillus phage Saudage,Paenibacillus larvae,1
Paenibacillus phage Sneaky,Paenibacillus larvae,1
Paenibacillus phage Toothless,Paenibacillus larvae,1
Paenibacillus phage Willow,Paenibacillus larvae,2
Paenibacillus phage Xenia,Paenibacillus larvae,3
Paenibacillus phage phiBP,Paenibacillus polymyxa,8
Paenibacillus phage phiERICV,Paenibacillus larvae,1
Paenibacillus phage vB_PlaP_API480,Paenibacillus larvae,1
Paenibacillus virus C7Cdelta,Paenibacillus larvae,2
Paenibacillus virus Diva,Paenibacillus larvae,2
Paenibacillus virus Dragolir,Paenibacillus larvae,2
Paenibacillus virus Eltigre,Paenibacillus larvae,2
Paenibacillus virus Fern,Paenibacillus larvae,2
Paenibacillus virus Halcyone,Paenibacillus larvae,2
Paenibacillus virus Harrison,Paenibacillus larvae,3
Paenibacillus virus Hb10c2,Paenibacillus larvae,2
Paenibacillus virus Jacopo,Paenibacillus larvae,2
Paenibacillus virus Kawika,Paenibacillus larvae,2
Paenibacillus virus Leyra,Paenibacillus larvae,2
Paenibacillus virus Likha,Paenibacillus larvae,2
Paenibacillus virus Lily,Paenibacillus larvae,2
Paenibacillus virus Lucielle,Paenibacillus larvae,2
Paenibacillus virus P123,Paenibacillus,7
Paenibacillus virus P123,Paenibacillus larvae,2
Paenibacillus virus PBL1c,Paenibacillus larvae,2
Paenibacillus virus Pagassa,Paenibacillus larvae,2
Paenibacillus virus Rani,Paenibacillus larvae,2
Paenibacillus virus Scottie,Paenibacillus larvae,2
Paenibacillus virus Shelly,Paenibacillus larvae,2
Paenibacillus virus Sitara,Paenibacillus larvae,2
Paenibacillus virus Tadhana,Paenibacillus larvae,2
Paenibacillus virus Tripp,Paenibacillus larvae,2
Paenibacillus virus Unity,Paenibacillus larvae,2
Paenibacillus virus Vegas,Paenibacillus larvae,5
Paenibacillus virus Wanderer,Paenibacillus larvae,2
Paenibacillus virus Yyerffej,Paenibacillus larvae,2
Paeonia citrivirus A,Paeonia lactiflora,1
Paeonia nepovirus A,Paeonia lactiflora,2
Pafsystermes virus,Schedorhinotermes intermedius,2
Pagellus acarne betanodavirus,Pagellus acarne,2
Pagellus sp. betanodavirus,Pagellus,2
Pagoda yellow mosaic associated virus,Styphnolobium japonicum,2
Paguronivirus 1,Paguroidea,2
Paguyaman orthoreovirus,Acerodon celebensis,10
Pahdacivirus asiadaptatum,activated sludge metagenome,1
Palaemonetes intermedius brackish grass shrimp associated circular virus,Palaemon mundusnovus,2
Palaemonetes kadiakensis Mississippi grass shrimp associated circular virus,Palaemon kadiakensis,2
Palaemonetes sp. common grass shrimp associated circular virus,Palaemon,2
Palm Creek virus,Coquillettidia xanthogaster,2
Palma virus,Haemaphysalis punctata,6
Palmer virus,Pygoscelis antarcticus,1
Palmetto orthomyxo-like virus,Aedes aegypti,4
Palmetto partiti-like virus,Aedes aegypti,1
Palmetto toti-like virus,Aedes aegypti,2
Palsdevirus asienecus,activated sludge metagenome,1
Palyam virus,Aedes vexans,1
Palyam virus,Amblyomma variegatum,11
Palyam virus,Armigeres subalbatus,4
Palyam virus,Bos grunniens,30
Palyam virus,Bos taurus,78
Palyam virus,Culex,1
Palyam virus,Culex fuscocephala,1
Palyam virus,Culex pipiens molestus,1
Palyam virus,Culex pseudovishnui,11
Palyam virus,Culex vishnui,21
Palyam virus,Culicoides,48
Palyam virus,Culicoides brevitarsis,10
Palyam virus,Culicoides oxystoma,7
Palyam virus,Culicoides schultzei,10
Pampus punctatissimus ranavirus,Pampus punctatissimus,2
Pan paniscus cytomegalovirus 1,Pan paniscus,1
Pan paniscus cytomegalovirus 2,Pan paniscus,1
Pan paniscus herpesvirus 7,Pan paniscus,3
Pan paniscus polyomavirus,Pan paniscus,18
Pan rhadino-herpesvirus 2,Pan troglodytes troglodytes,4
Pan troglodytes adenovirus,Pan troglodytes,66
Pan troglodytes adenovirus,Pan troglodytes schweinfurthii,11
Pan troglodytes cytomegalovirus 1.1,Pan troglodytes,1
Pan troglodytes cytomegalovirus 1.2,Pan troglodytes,1
Pan troglodytes cytomegalovirus 2.1,Pan troglodytes,1
Pan troglodytes cytomegalovirus 2.2,Pan troglodytes,1
Pan troglodytes cytomegalovirus 2.3,Pan troglodytes,1
Pan troglodytes herpesvirus 7,Pan troglodytes ellioti,3
Pan troglodytes herpesvirus 7,Pan troglodytes schweinfurthii,4
Pan troglodytes herpesvirus 7,Pan troglodytes troglodytes,2
Pan troglodytes herpesvirus 7,Pan troglodytes verus,2
Pan troglodytes lymphocryptovirus,Pan troglodytes,1
Pan troglodytes lymphocryptovirus 1,Pan troglodytes,3
Pan troglodytes papillomavirus 2,Pan troglodytes,1
Pan troglodytes polyomavirus 1,Pan troglodytes schweinfurthii,4
Pan troglodytes polyomavirus 1,Pan troglodytes troglodytes,15
Pan troglodytes polyomavirus 1,Pan troglodytes verus,71
Pan troglodytes polyomavirus 2,Pan troglodytes verus,2
Pan troglodytes polyomavirus 3,Pan troglodytes verus,5
Pan troglodytes polyomavirus 4,Pan troglodytes verus,2
Pan troglodytes polyomavirus 5,Pan troglodytes verus,2
Pan troglodytes polyomavirus 6,Pan troglodytes verus,2
Pan troglodytes polyomavirus 7,Pan troglodytes schweinfurthii,2
Pan troglodytes polyomavirus 8,Pan troglodytes,2
Pan troglodytes rhadinovirus 2,Pan troglodytes,1
Pan troglodytes rhadinovirus 3,Pan troglodytes,1
Pan troglodytes roseolovirus 1,Pan troglodytes,1
Pan troglodytes schweinfurthii adenovirus 1,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 10,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 11,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 12,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 13,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 14,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 2,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 6,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 7,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii adenovirus 9,Pan troglodytes schweinfurthii,1
Pan troglodytes schweinfurthii polyomavirus,Pan troglodytes schweinfurthii,28
