,Taxonomy,Collection_Date,Cumulative_Count,Count
33010,Siphoviridae sp. ctoRD1,2013.0,81,81
33011,Totiviridae sp.,2013.0,2,2
33012,Chuvivirus,2013.0,3,3
33013,Dragonfly larvae associated circular virus-5,2013.0,10,4
33014,Totiviridae,2013.0,690,139
33015,Dragonfly larvae associated circular virus-6,2013.0,6,2
33016,Chuvivirus canceris,2013.0,3,3
33017,Corticoviridae,2013.0,15,15
33018,Sida mosaic Bolivia virus 2,2013.0,22,8
33019,Dragonfly larvae associated circular virus-8,2013.0,6,2
33020,Potato virus S,2013.0,339,29
33021,Cyprinid herpesvirus 2,2013.0,778,154
33022,Pepper leaf curl Yunnan virus,2013.0,48,40
33023,Bean leafroll virus,2013.0,30,8
33024,Arteriviridae,2013.0,26029,2251
33025,Avon-Heathcote Estuary associated circular virus 8,2013.0,14,2
33026,Betaarterivirus suid 2,2013.0,534,38
33027,Papaya umbra virus,2013.0,1,1
33028,Streptomyces phage Paedore,2013.0,168,168
33029,Papaya ringspot virus,2013.0,577,77
33030,Cilevirus,2013.0,242,13
33031,Myoviridae sp. ctbWL16,2013.0,43,43
33032,Picobirnavirus PREDICT_PbV-19,2013.0,2,2
33033,Corticoviridae sp.,2013.0,15,15
33034,Potato virus V,2013.0,27,3
33035,Avocet picornavirus B,2013.0,3,3
33036,Picobirnavirus PREDICT_PbV-18,2013.0,2,2
33037,Fowl aviadenovirus C,2013.0,343,46
33038,Domestica sigmavirus,2013.0,12,12
33039,Cyprinivirus,2013.0,4100,318
33040,Papillomavirus PREDICT_PapV-1,2013.0,18,18
33041,Papillomavirus Mystacina/New Zealand/2013/3,2013.0,1,1
33042,Betacarmovirus,2013.0,15,1
33043,Paramyxovirus PREDICT_PMV-49,2013.0,1,1
33044,Chrysovirus-like,2013.0,1,1
33045,Fowl aviadenovirus B,2013.0,48,38
33046,Papillomavirus Mystacina/New Zealand/2013/1,2013.0,1,1
33047,Pipistrellus bat coronavirus HKU5,2013.0,68,23
33048,Pepper huasteco yellow vein virus,2013.0,384,7
33049,Soybean mosaic virus,2013.0,348,21
33050,Cyprinid herpesvirus 3,2013.0,1698,163
33051,Papillomaviridae,2013.0,12934,1038
33052,Siphoviridae sp. ctoyp25,2013.0,7,7
33053,Pepper leaf curl Bangladesh virus,2013.0,11,2
33054,Myoviridae sp. cte5Z19,2013.0,39,39
33055,Corynactis coral adintovirus,2013.0,14,14
33056,Donkey orchid symptomless virus,2013.0,25,7
33057,Chuviridae,2013.0,148,51
33058,Totivirus,2013.0,50,7
33059,Tomato leaf curl Bangladesh betasatellite,2013.0,29,1
33060,Arlivirus,2013.0,84,50
33061,Molluscipoxvirus,2013.0,1815,40
33062,Betabaculovirus,2013.0,4092,138
33063,Strawberry mild yellow edge virus,2013.0,77,50
33064,Stenotrophomonas phage vB_SmaS_DLP_3,2013.0,148,148
33065,Paramyxovirus PREDICT_PMV-50,2013.0,1,1
33066,Powassan virus,2013.0,61,1
33067,Cowpox virus,2013.0,14123,294
33068,Narnavirus,2013.0,12,2
33069,Micromonas virus,2013.0,75,1
33070,Fusariviridae,2013.0,56,28
33071,Tobacco mild green mosaic virus,2013.0,82,4
33072,Avian metaavulavirus 20,2013.0,16,16
33073,Avihepatovirus,2013.0,392,171
33074,Neptunevirus,2013.0,3129,221
33075,Avian metaavulavirus 2,2013.0,99,27
33076,CrAss-like virus sp.,2013.0,4311,914
33077,Shortnose sturgeon virus,2013.0,1,1
33078,Shrew adenovirus,2013.0,1,1
33079,Avihepatovirus A,2013.0,391,170
33080,Narnaviridae environmental sample,2013.0,2,2
33081,Tobravirus,2013.0,175,13
33082,Narnaviridae,2013.0,51,8
33083,Cotton leaf curl Multan virus,2013.0,360,101
33084,Tofla orthonairovirus,2013.0,6,6
33085,Sitaravirus,2013.0,61,61
33086,Tobacco leaf curl betasatellite,2013.0,18,13
33087,Microtus arvalis polyomavirus 1,2013.0,15,10
33088,Avian leukosis virus,2013.0,537,83
33089,Nerine yellow stripe virus,2013.0,8,5
33090,Sitobion miscanthi flavi-like virus 1,2013.0,1,1
33091,Avian dependoparvovirus 1,2013.0,6,2
33092,Skeletonema virus LDF-2015a,2013.0,17,17
33093,Narcissus yellow stripe virus,2013.0,6,2
33094,Apple necrotic mosaic virus,2013.0,16,16
33095,Pectobacterium virus phiA41,2013.0,194,194
33096,Pasivirus,2013.0,56,6
33097,Cotton leaf curl Rajasthan virus,2013.0,162,36
33098,Pasivirus A,2013.0,56,6
33099,Chicken proventricular necrosis virus,2013.0,20,1
33100,Bat mastadenovirus G,2013.0,124,60
33101,Shigella virus 7502Stx,2013.0,152,152
33102,Turkeypox virus,2013.0,343,1
33103,Cowpea polerovirus 1,2013.0,44,44
33104,Passiflora edulis symptomless virus,2013.0,14,14
33105,Cowpea polerovirus 2,2013.0,19,19
33106,Apple geminivirus 1,2013.0,12,12
33107,Tobacco mosaic virus,2013.0,117,12
33108,Bat orbivirus,2013.0,2,2
33109,Turkey picornavirus,2013.0,9,2
33110,Tobamovirus,2013.0,1182,177
33111,Passeriform 2 orthobornavirus,2013.0,16,14
33112,Cotton leaf curl virus,2013.0,91,25
33113,Cotton leaf curl Multan betasatellite,2013.0,193,44
33114,Cowpea severe mosaic virus,2013.0,14,2
33115,Cowpea tombusvirid 1,2013.0,5,5
33116,Spumavirus,2013.0,2076,44
33117,Nayun tick nairovirus,2013.0,2,1
33118,Avian metaavulavirus 6,2013.0,178,13
33119,Nepovirus,2013.0,608,63
33120,Apple mosaic virus,2013.0,64,10
33121,Cotton leaf curl Shahdadpur virus,2013.0,47,6
33122,Bat paramyxovirus,2013.0,443,117
33123,Natareviridae,2013.0,8,8
33124,Cowpea tombusvirid 2,2013.0,1,1
33125,Cowpea tombusvirid 3,2013.0,1,1
33126,Deltapapillomavirus 4,2013.0,347,9
33127,Tobaniviridae,2013.0,239,17
33128,Fuselloviridae,2013.0,1580,28
33129,Nayun tick rhabdovirus,2013.0,1,1
33130,Tobacco leaf curl Yunnan virus,2013.0,9,8
33131,Pouzolzia mosaic Guangdong virus,2013.0,12,12
33132,Narcissus potyvirus,2013.0,3,3
33133,Nanovirus-like particle,2013.0,19,12
33134,Aves polyomavirus 1,2013.0,91,2
33135,Deltapolyomavirus,2013.0,286,10
33136,Bat coronavirus RaBtCoV/4307-1,2013.0,1,1
33137,Cotton leaf curl Multan alphasatellite,2013.0,64,23
33138,Chickpea chlorotic dwarf virus,2013.0,895,517
33139,Shrimp wenrivirus,2013.0,7,7
33140,Shuangao Bedbug Virus 1,2013.0,2,2
33141,Shuangao Bedbug Virus 2,2013.0,6,6
33142,Shuangao Fly Virus 1,2013.0,2,2
33143,Tulip breaking virus,2013.0,13,8
33144,Tulanevirus,2013.0,1340,984
33145,Shuangao Insect Virus 3,2013.0,3,3
33146,Picornavirus PREDICT_PicornaV-1,2013.0,5,5
33147,Potyvirus,2013.0,9254,1364
33148,Bat coronavirus Pikuh/CII_KSA_001/Riyadh/Saudi Arabia/2013,2013.0,1,1
33149,Picornavirus PREDICT_PicornaV-3,2013.0,7,7
33150,Furovirus,2013.0,97,21
33151,Chikungunya virus,2013.0,2615,361
33152,Picornavirus PREDICT_PicornaV-4,2013.0,15,15
33153,Aveparvovirus,2013.0,105,35
33154,Tula orthohantavirus,2013.0,379,47
33155,Deltaretrovirus,2013.0,3338,486
33156,Bat coronavirus Philippines/Diliman1525G2/2008,2013.0,10,4
33157,Deer atadenovirus A,2013.0,216,27
33158,Shuangao Insect Virus 4,2013.0,1,1
33159,Sprivivirus,2013.0,172,5
33160,Togaviridae,2013.0,6635,499
33161,Apple stem grooving virus,2013.0,371,60
33162,Shuangao Insect Virus 5,2013.0,1,1
33163,Picornavirus PREDICT_PicornaV-2,2013.0,2,2
33164,Tobacco mosqueado virus,2013.0,12,12
33165,Bat coronavirus RaBtCoV/4307-2,2013.0,1,1
33166,Avihepatovirus sp.,2013.0,1,1
33167,Microviridae,2013.0,5646,268
33168,Shrew hepatitis B virus,2013.0,4,4
33169,Bat coronavirus Rhhar/CII_KSA_003/Bisha/Saudi Arabia/2013,2013.0,1,1
33170,Pouzolzia golden mosaic virus,2013.0,33,6
33171,Narcissus mosaic virus,2013.0,8,7
33172,Tungrovirus,2013.0,65,18
33173,Avian coronavirus,2013.0,8233,1252
33174,Deltapapillomavirus sp.,2013.0,5,1
33175,Bat coronavirus Rhhar/CII_KSA_002/Bisha/Saudi Arabia/2013,2013.0,1,1
33176,Narcissus latent virus,2013.0,22,1
33177,Deformed wing virus,2013.0,1652,60
33178,Nerrivikvirus,2013.0,13746,1284
33179,Avian chapparvovirus,2013.0,2,2
33180,Fusarium andiyazi mitovirus 1,2013.0,5,3
33181,Picornaviridae sp.,2013.0,10,3
33182,Deltapartitivirus,2013.0,34,2
33183,Picornaviridae,2013.0,72500,11272
33184,Microviridae IME-16,2013.0,14,14
33185,Pedilanthus leaf curl virus,2013.0,67,27
33186,Narcissus late season yellows virus,2013.0,28,2
33187,Avian HDV-like agent,2013.0,2,2
33188,Microviridae sp.,2013.0,1939,173
33189,Bat parvovirus,2013.0,52,21
33190,Deer tick mononegavirales-like virus,2013.0,2,1
33191,Tobacco leaf curl Thailand virus,2013.0,6,6
33192,Tunavirus,2013.0,644,156
33193,Aviadenovirus,2013.0,2323,370
33194,Shrew herpesvirus,2013.0,8,3
33195,Parvoviridae,2013.0,13854,1723
33196,Microviridae sp. ct13s5,2013.0,13,13
33197,Staphylococcus phage StAP1,2013.0,192,192
33198,Avian metaavulavirus 8,2013.0,55,30
33199,Avibirnavirus,2013.0,2056,149
33200,Tobacco necrosis virus A,2013.0,23,7
33201,Avian orthoavulavirus 13,2013.0,24,6
33202,Cotton-top tamarin adenovirus,2013.0,1,1
33203,Apis flavivirus,2013.0,2,2
33204,Bat hepevirus,2013.0,9,3
33205,Cowpea mild mottle virus,2013.0,149,17
33206,Bat hepatovirus,2013.0,22,1
33207,Chicken anemia virus,2013.0,833,102
33208,Nectarine stem pitting associated virus,2013.0,8,6
33209,Peanut mottle virus,2013.0,5,2
33210,Squash leaf curl Philippines virus,2013.0,95,56
33211,Bat hepatitis virus,2013.0,31,8
33212,Primate T-lymphotropic virus 3,2013.0,62,6
33213,Squirrel mastadenovirus A,2013.0,58,58
33214,Umbravirus,2013.0,167,94
33215,Betainfluenzavirus,2013.0,43789,6039
33216,Nectarine marafivirus M,2013.0,1,1
33217,Necromys lasiurus Hepatitis E virus,2013.0,2,2
33218,Cowpea mosaic virus,2013.0,3,3
33219,Deltacoronavirus sp.,2013.0,4,4
33220,Shayang Spider Virus 3,2013.0,1,1
33221,Avian orthoavulavirus 1,2013.0,8465,668
33222,Nebovirus sp.,2013.0,4,1
33223,Primate T-lymphotropic virus 2,2013.0,124,13
33224,Peanut stunt virus,2013.0,59,3
33225,Cotton leafroll dwarf virus,2013.0,196,9
33226,Chicken astrovirus,2013.0,178,9
33227,Ugandan cassava brown streak virus,2013.0,110,31
33228,Bat hepacivirus,2013.0,20,2
33229,Ugandan Passiflora virus,2013.0,9,1
33230,Ubei picorna-like virus 3,2013.0,4,4
33231,Pea enation mosaic virus 1,2013.0,39,2
33232,Primate T-lymphotropic virus 1,2013.0,2372,316
33233,Tobacco virus 2,2013.0,12,12
33234,Tobacco virus 1,2013.0,18,18
33235,Shamrock chlorotic ringspot virus,2013.0,1,1
33236,Peach leaf pitting-associated virus,2013.0,2,2
33237,Tobacco streak virus,2013.0,190,32
33238,Cowpea chlorotic mottle virus,2013.0,2,2
33239,Shanbavirus,2013.0,49,9
33240,Ungulate copiparvovirus 2,2013.0,133,1
33241,Bat iflavirus,2013.0,2,2
33242,Tobacco vein banding mosaic virus,2013.0,13,1
33243,Primate bocaparvovirus 2,2013.0,385,29
33244,Avian orthoreovirus,2013.0,1230,269
33245,Cowpea associated mycotymovirid 1,2013.0,4,4
33246,Bat herpesvirus,2013.0,49,36
33247,Siriri virus,2013.0,1,1
33248,Aphthovirus,2013.0,7139,529
33249,Shangavirus,2013.0,6,6
33250,Squash leaf curl virus,2013.0,217,35
33251,Ungulate copiparvovirus 1,2013.0,2,2
33252,Deltacoronavirus,2013.0,280,61
33253,Peach mosaic virus,2013.0,24,24
33254,Shanbavirus A,2013.0,49,9
33255,Ungulate bocaparvovirus 8,2013.0,57,57
33256,Ungulate bocaparvovirus 7,2013.0,88,88
33257,Shangao tombus-like virus 1,2013.0,2,2
33258,Ungulate bocaparvovirus 5,2013.0,272,2
33259,Negevirus,2013.0,315,171
33260,Apis Nora virus,2013.0,3,3
33261,Apis bunyavirus 1,2013.0,1,1
33262,Apis bunyavirus 2,2013.0,1,1
33263,Tobacco vein distorting virus,2013.0,3,3
33264,Primate bocaparvovirus 1,2013.0,975,69
33265,Cherry virus F,2013.0,9,7
33266,Shuangao Insect Virus 6,2013.0,1,1
33267,Squash leaf curl China virus,2013.0,114,32
33268,Shayang spider virus 4,2013.0,2,2
33269,Peaton orthobunyavirus,2013.0,36,2
33270,Betacoronavirus sp.,2013.0,9,9
33271,Turnip yellow mosaic virus,2013.0,41,4
33272,Bat coronavirus/4539/2013/Cynomops planirostris/Brazil,2013.0,2,2
33273,Apis rhabdovirus 1,2013.0,34,24
33274,Bat coronavirus/4292/2013/Desmodus rotundus/Brazil,2013.0,1,1
33275,Apis rhabdovirus 2,2013.0,5,5
33276,Poxviridae,2013.0,62925,4137
33277,Turnip mosaic virus,2013.0,242,51
33278,Nephila clavipes virus 1,2013.0,2,2
33279,Avian metapneumovirus,2013.0,219,4
33280,Nephila clavipes virus 2,2013.0,8,8
33281,Nephila clavipes virus 3,2013.0,4,4
33282,Nephila clavipes virus 4,2013.0,6,6
33283,Turnip yellows virus,2013.0,115,6
33284,Nephila clavipes virus 5,2013.0,1,1
33285,Nephila orb-weaver spider adintovirus,2013.0,13,13
33286,Nebovirus,2013.0,32,1
33287,Apodemus agrarius picornavirus,2013.0,3,2
33288,Bat mastadenovirus F,2013.0,58,58
33289,Turnip curly top virus,2013.0,216,18
33290,Shibuyunji virus,2013.0,4,4
33291,Chicken orivirus 1,2013.0,2,2
33292,Turncurtovirus,2013.0,300,18
33293,Pectobacterium phage A38,2013.0,97,97
33294,Chicken picobirnavirus,2013.0,37,22
33295,Passiflora latent virus,2013.0,7,6
33296,Deltapapillomavirus,2013.0,396,10
33297,Apple chlorotic leaf spot virus,2013.0,433,209
33298,Chicken picornavirus HK-2014,2013.0,3,2
33299,Nephila clavipes virus 6,2013.0,4,4
33300,Shayang fly virus 4,2013.0,2,2
33301,Tobacco rattle virus,2013.0,156,12
33302,Cowpea mottle virus,2013.0,6,4
33303,Tymovirus,2013.0,112,10
33304,Pbunavirus,2013.0,1377,361
33305,Tymoviridae,2013.0,507,31
33306,Tobacco ringspot virus,2013.0,47,1
33307,Cotton leaf curl virus betasatellite,2013.0,16,2
33308,Deltaflexiviridae,2013.0,32,5
33309,Betaherpesvirinae sp.,2013.0,1,1
33310,Avian nephritis virus,2013.0,67,7
33311,Bat fisalivirus,2013.0,1,1
33312,Apis mellifera filamentous virus,2013.0,487,2
33313,Bat filovirus,2013.0,13,3
33314,Betaflexiviridae,2013.0,6941,2739
33315,Bat felisavirus,2013.0,2,2
33316,Tymovirales sp.,2013.0,5,5
33317,Avian paraavulavirus 4,2013.0,188,12
33318,Betaendornavirus,2013.0,13,4
33319,Bat cyclovirus,2013.0,4,4
33320,Bat cripavirus,2013.0,2,2
33321,Bat coronavirus/5026/2013/Cynomops abrasus/Brazil,2013.0,1,1
33322,Prasinovirus,2013.0,7061,454
33323,Bat coronavirus/4705/2013/Cynomops abrasus/Brazil,2013.0,2,2
33324,Sheeppox virus,2013.0,1025,469
33325,Deltaflexivirus,2013.0,29,2
33326,Turtle herpesvirus,2013.0,1,1
33327,Delepquintavirus,2013.0,446,446
33328,Bat coronavirus/4702/2013/Cynomops abrasus/Brazil,2013.0,1,1
33329,Bat coronavirus/4620/2014/Glossophaga soricina/Brazil,2013.0,1,1
33330,Chicken megrivirus,2013.0,4,1
33331,Praja virus,2013.0,20,20
33332,Deltainfluenzavirus,2013.0,87,23
33333,Bat dicibavirus,2013.0,4,4
33334,Siphoviridae sp. ctwWa4,2013.0,65,65
33335,Shuangao Mosquito Virus,2013.0,1,1
33336,Shuangao alphatetra-like virus 1,2013.0,8,8
33337,Parapoxvirus of red deer in New Zealand,2013.0,277,262
33338,Avipoxvirus XL,2013.0,1,1
33339,Picobirnavirus PREDICT_PbV-68,2013.0,2,2
33340,Pegivirus sp.,2013.0,20,6
33341,Bat sapelovirus,2013.0,3,2
33342,Parapoxvirus,2013.0,2597,430
33343,Cotton leaf curl Gezira alphasatellite,2013.0,17,5
33344,Tomato black ring virus satellite RNA,2013.0,4,1
33345,Titanvirus,2013.0,244,122
33346,Dichorhavirus,2013.0,55,10
33347,Erythrocytic necrosis virus,2013.0,5,2
33348,Niminivirus,2013.0,12,4
33349,Pigeon circovirus,2013.0,167,38
33350,Pegunavirus,2013.0,10374,1004
33351,Avipoxvirus TD,2013.0,1,1
33352,Picobirnavirus PREDICT_PbV-67,2013.0,1,1
33353,Picobirnavirus PREDICT_PbV-65,2013.0,1,1
33354,Dicistroviridae,2013.0,897,112
33355,Picobirnavirus PREDICT_PbV-64,2013.0,1,1
33356,Bat coronavirus M.bech/GER/8355/2014,2013.0,1,1
33357,Tomato blistering mosaic tymovirus,2013.0,14,1
33358,Picobirnavirus PREDICT_PbV-63,2013.0,1,1
33359,Picobirnavirus PREDICT_PbV-62,2013.0,1,1
33360,Picobirnavirus PREDICT_PbV-61,2013.0,7,7
33361,Avipoxvirus chicken/PT-30327/Portugal/2013,2013.0,1,1
33362,Cotton leaf curl Burewala virus,2013.0,435,78
33363,Pigeon pea latent virus,2013.0,1,1
33364,Bat coronavirus Hipposideros/KT/Thailand/2007,2013.0,1,1
33365,Dickeya phage XF4,2013.0,196,196
33366,Dickeya phage phiDP10.3,2013.0,259,259
33367,Picobirnavirus PREDICT_PbV-66,2013.0,1,1
33368,Dickeya phage phiDP23.1,2013.0,265,265
33369,Parapoxvirus sp.,2013.0,2,1
33370,French bean severe leaf curl virus,2013.0,15,7
33371,Picobirnavirus PREDICT_PbV-75,2013.0,2,2
33372,Mimiviridae,2013.0,17648,3498
33373,Siadenovirus sp.,2013.0,12,12
33374,Trichomonas vaginalis virus 2,2013.0,20,6
33375,Potexvirus,2013.0,1828,212
33376,Trichomonas vaginalis virus 1,2013.0,38,12
33377,Stenotrophomonas phage DLP4,2013.0,82,82
33378,Dasheen mosaic virus,2013.0,21,2
33379,Mimivirus,2013.0,12186,1958
33380,Pegivirus J,2013.0,21,1
33381,Picobirnavirus PREDICT_PbV-74,2013.0,1,1
33382,Parechovirus,2013.0,3575,128
33383,Escherichia Stx1-converting recombinant phage HUN/2013,2013.0,91,91
33384,Picobirnavirus PREDICT_PbV-73,2013.0,1,1
33385,Cotton leaf curl Gezira betasatellite,2013.0,21,6
33386,Pegivirus K,2013.0,3,2
33387,Mimivirus FPD-2014,2013.0,12,12
33388,Stenotrophomonas phage vB_SmaS-DLP_6,2013.0,241,241
33389,Fly associated circular virus 6,2013.0,4,4
33390,Stenotrophomonas virus DLP5,2013.0,298,298
33391,Picobirnavirus PREDICT_PbV-71,2013.0,1,1
33392,Erythroparvovirus,2013.0,2333,281
33393,Tomato black ring virus,2013.0,53,4
33394,Cotton leaf curl Gezira virus,2013.0,345,79
33395,Picobirnavirus PREDICT_PbV-70,2013.0,1,1
33396,Mimivirus reunion,2013.0,977,977
33397,Nimaviridae,2013.0,6312,457
33398,Pigeon aviadenovirus B,2013.0,95,86
33399,Picobirnavirus PREDICT_PbV-7,2013.0,1,1
33400,Picobirnavirus PREDICT_PbV-69,2013.0,1,1
33401,Picobirnavirus PREDICT_PbV-72,2013.0,1,1
33402,Autographiviridae,2013.0,10187,1682
33403,Dickeya virus Limestone,2013.0,592,190
33404,Bat coronavirus HKU6,2013.0,8,7
33405,Miniopterus schreibersii astrovirus 4,2013.0,15,14
33406,Miniopterus schreibersii astrovirus 6,2013.0,2,1
33407,Miniopterus schreibersii astrovirus 6/11/12,2013.0,5,5
33408,Picobirnavirus PREDICT_PbV-55,2013.0,1,1
33409,Pigeonpea sterility mosaic emaravirus 2,2013.0,24,12
33410,Paramyxovirus PREDICT_PMV-64,2013.0,1,1
33411,NY_014 poxvirus,2013.0,394,394
33412,Miniopterus schreibersii astrovirus 7,2013.0,2,1
33413,Paramyxovirus PREDICT_PMV-63,2013.0,3,3
33414,Paramyxovirus PREDICT_PMV-62,2013.0,2,2
33415,Miniopterus schreibersii astrovirus 8,2013.0,11,10
33416,Miniopterus schreibersii astrovirus 9,2013.0,3,2
33417,Paramyxovirus PREDICT_PMV-60,2013.0,1,1
33418,Potato yellowing virus,2013.0,37,1
33419,Paramyxovirus PREDICT_PMV-66,2013.0,5,5
33420,Bat coronavirus Eum.gla/242/BRA/2013,2013.0,1,1
33421,Paramyxovirus PREDICT_PMV-59,2013.0,1,1
33422,Picobirnavirus PREDICT_PbV-54,2013.0,1,1
33423,Triatovirus,2013.0,479,67
33424,Paramyxovirus PREDICT_PMV-58,2013.0,1,1
33425,Paramyxovirus PREDICT_PMV-57,2013.0,1,1
33426,Bavaria virus,2013.0,19,4
33427,Paramyxovirus PREDICT_PMV-56,2013.0,4,4
33428,Paramyxovirus PREDICT_PMV-55,2013.0,1,1
33429,Paramyxovirus PREDICT_PMV-54,2013.0,7,7
33430,Paramyxovirus PREDICT_PMV-53,2013.0,11,11
33431,Betacoronavirus 1,2013.0,2778,153
33432,Mink circovirus,2013.0,5,5
33433,Paramyxovirus PREDICT_PMV-52,2013.0,1,1
33434,Paramyxovirus PREDICT_PMV-51,2013.0,1,1
33435,Aurora borealis virus,2013.0,11,2
33436,Nipah henipavirus,2013.0,426,83
33437,Paramyxovirus PREDICT_PMV-67,2013.0,2,2
33438,Picobirnavirus PREDICT_PbV-57,2013.0,18,18
33439,Paramyxovirus YN12103/CHN/2012/PREDICT-EHA-156-12-AH-YLD011,2013.0,1,1
33440,Australian bat lyssavirus,2013.0,56,40
33441,Batai orthobunyavirus,2013.0,116,5
33442,Miniopterus bat coronavirus HKU8,2013.0,35,16
33443,Danaus plexippus plexippus iteravirus,2013.0,6,6
33444,Freesia sneak ophiovirus,2013.0,15,10
33445,Dakrong virus,2013.0,3,3
33446,Miniopterus fuliginosus astrovirus XMM445,2013.0,5,5
33447,Miniopterus fuliginosus coronavirus,2013.0,7,7
33448,Paramyxovirus PREDICT_PMV-92,2013.0,1,1
33449,Pigeon-dominant Coronavirus,2013.0,101,101
33450,Sichuan takin astrovirus,2013.0,6,6
33451,Nairobi sheep disease orthonairovirus,2013.0,45,6
33452,Picobirnavirus PREDICT_PbV-60,2013.0,3,3
33453,Tomato chlorosis virus,2013.0,256,37
33454,Picobirnavirus PREDICT_PbV-6,2013.0,9,9
33455,Diegovirus,2013.0,152,152
33456,Paramyxovirus PREDICT_PMV-76,2013.0,1,1
33457,Paramyxovirus PREDICT_PMV-75,2013.0,1,1
33458,Sichuan takin enterovirus,2013.0,13,13
33459,Chipolycivirus,2013.0,6,6
33460,Chiqui virus,2013.0,18,18
33461,Chiropteran bocaparvovirus 4,2013.0,10,10
33462,Paramyxovirus PREDICT_PMV-74,2013.0,4,3
33463,Pigeonpea sterility mosaic emaravirus 1,2013.0,30,20
33464,Picobirnavirus PREDICT_PbV-59,2013.0,2,2
33465,Picobirnavirus PREDICT_PbV-58,2013.0,2,2
33466,Paramyxovirus PREDICT_PMV-71,2013.0,1,1
33467,Paramyxovirus PREDICT_PMV-70,2013.0,1,1
33468,Paramyxovirus PREDICT_PMV-69,2013.0,1,1
33469,Strawberry latent ringspot virus,2013.0,38,2
33470,Myxoma virus,2013.0,13519,1186
33471,Picobirnavirus PREDICT_PbV-76,2013.0,3,3
33472,Arabis mosaic virus,2013.0,67,8
33473,Pegivirus A,2013.0,387,47
33474,Apteryx rowi circovirus-like virus,2013.0,4,4
33475,Cricket associated circular virus 1,2013.0,2,2
33476,Picobirnavirus PREDICT_PbV-99,2013.0,1,1
33477,Aquabirnavirus,2013.0,696,82
33478,Picobirnavirus PREDICT_PbV-98,2013.0,3,3
33479,Chilli leaf curl virus,2013.0,348,105
33480,Shuangao noda-like virus 1,2013.0,1,1
33481,Shuangao partiti-like virus 1,2013.0,2,2
33482,Shuangao permutotetra-like virus 1,2013.0,1,1
33483,Dengue virus,2013.0,19789,3700
33484,Shuangao sobemo-like virus 1,2013.0,4,4
33485,Picobirnavirus PREDICT_PbV-97,2013.0,1,1
33486,Picobirnavirus PREDICT_PbV-96,2013.0,7,7
33487,Avipoxvirus,2013.0,2647,37
33488,Decapod hepandensovirus 1,2013.0,10,1
33489,Shuangao sobemo-like virus 2,2013.0,4,4
33490,Trionyx sinensis hemorrhagic syndrome virus,2013.0,8,8
33491,Potyviridae,2013.0,10992,1606
33492,Staphylococcus virus SLPW,2013.0,40,40
33493,Bat polyomavirus,2013.0,19,7
33494,Aquambidensovirus,2013.0,12,4
33495,Shuangao sobemo-like virus 3,2013.0,4,4
33496,Picobirnavirus PREDICT_PbV-94,2013.0,15,15
33497,Trigintaduovirus,2013.0,170,170
33498,Trifolium-associated circular DNA virus 1,2013.0,6,6
33499,Shuangao toti-like virus,2013.0,4,4
33500,Picobirnavirus PREDICT_PbV-93,2013.0,1,1
33501,Picobirnavirus PREDICT_PbV-92,2013.0,5,5
33502,Cotton leaf curl Kokhran virus,2013.0,714,412
33503,Picobirnavirus PREDICT_PbV-95,2013.0,3,3
33504,Aquareovirus,2013.0,234,16
33505,Decapod penstyldensovirus 1,2013.0,186,9
33506,Partitiviridae,2013.0,690,99
33507,Deltavirus,2013.0,538,112
33508,Decurrovirus,2013.0,155,155
33509,Bat parvovirus BtBV_V3,2013.0,4,4
33510,Shuangao anphevirus,2013.0,2,2
33511,Nanoviridae,2013.0,2187,41
33512,Staphylococcus virus B236,2013.0,134,134
33513,Avastrovirus 2,2013.0,117,9
33514,Partitivirus-like 5,2013.0,1,1
33515,Partitivirus-like 4,2013.0,1,1
33516,Partitivirus-like 3,2013.0,1,1
33517,Tufted capuchin adenovirus 1,2013.0,1,1
33518,Partitivirus-like 1,2013.0,1,1
33519,Chili leaf curl betasatellite,2013.0,29,3
33520,Bat parvovirus BtBV_V7,2013.0,4,4
33521,Demerecviridae,2013.0,2300,867
33522,Apple stem pitting virus,2013.0,1348,934
33523,Shuangao insect virus 11,2013.0,2,2
33524,Neuropteran phenui-related virus OKIAV304,2013.0,1,1
33525,Shuangao insect virus 12,2013.0,2,2
