,Species,Region,Count,Geographical_Region
36232,Vibrio phage JSF30,Asia,48,
36233,Vibrio phage JSF31,Asia,47,
36234,Vibrio phage JSF32,Asia,48,
36235,Vibrio phage JSF33,Asia,46,
36236,Vibrio phage JSF34,Asia,48,
36237,Vibrio phage JSF35,Asia,48,
36238,Vibrio phage JSF36,Asia,47,
36239,Vibrio phage JSF37,Asia,46,
36240,Vibrio phage JSF4,Asia,228,
36241,Vibrio phage JSF5,Asia,232,
36242,Vibrio phage JSF6,Asia,232,
36243,Vibrio phage JSF9,Asia,51,
36244,Vibrio phage K04M1_VK04M1,Europa,11,
36245,Vibrio phage K05K4_VK05K4_1,Europa,34,
36246,Vibrio phage K05K4_VK05K4_2,Europa,23,
36247,Vibrio phage KIT04,Asia,160,
36248,Vibrio phage KIT05,Asia,60,
36249,Vibrio phage LP.1,Asia,71,
36250,Vibrio phage LP.2,Asia,68,
36251,Vibrio phage MZH0603,Asia,54,
36252,Vibrio phage Marilyn,North America,58,
36253,Vibrio phage ND1-fs1,Asia,24,
36254,Vibrio phage NF,Asia,75,
36255,Vibrio phage P2,Europa,75,
36256,Vibrio phage P23,Asia,72,
36257,Vibrio phage P3,Europa,90,
36258,Vibrio phage PVA1,Asia,42,
36259,Vibrio phage Pel,Europa,90,
36260,Vibrio phage Phriendly,North America,71,
36261,Vibrio phage Pontus,North America,376,
36262,Vibrio phage QH,Asia,96,
36263,Vibrio phage Quinn,North America,394,
36264,Vibrio phage River4,North America,394,
36265,Vibrio phage Rostov 13,Europa,17,
36266,Vibrio phage Rostov 6,Europa,15,
36267,Vibrio phage Rostov M3,Europa,50,
36268,Vibrio phage SIO-2,Unknown,230,
36269,Vibrio phage ST1,Asia,2,
36270,Vibrio phage ST2-1pr,Asia,42,
36271,Vibrio phage ST2-2pr,Asia,16,
36272,Vibrio phage ST3,Asia,1,
36273,Vibrio phage Saratov-15,Asia,58,
36274,Vibrio phage Strym,Europa,90,
36275,Vibrio phage V05,Asia,237,
36276,Vibrio phage V07,Asia,516,
36277,Vibrio phage V09,Asia,376,
36278,Vibrio phage V5,Asia,10,
36279,Vibrio phage VALG_phi6,Europa,13,
36280,Vibrio phage VBM1,North America,112,
36281,Vibrio phage VBpm10,North America,48,
36282,Vibrio phage VD1,Unknown,117,
36283,Vibrio phage VH1_2019,North America,381,
36284,Vibrio phage VH2_2019,North America,108,
36285,Vibrio phage VH7D,Asia,654,
36286,Vibrio phage VMJ710,Asia,89,
36287,Vibrio phage VP-1,Asia,104,
36288,Vibrio phage VP-HS15,Asia,30,
36289,Vibrio phage VP24-2_Ke,Africa,13,
36290,Vibrio phage VPMS1,North America,106,
36291,Vibrio phage VPUSM 8,Asia,86,
36292,Vibrio phage VVP001,Asia,102,
36293,Vibrio phage VaK,Europa,91,
36294,Vibrio phage VpJYP1,Asia,65,
36295,Vibrio phage VpKK5,Asia,160,
36296,Vibrio phage Vp_R1,Asia,147,
36297,Vibrio phage VvAW1,North America,80,
36298,Vibrio phage XM1,Asia,55,
36299,Vibrio phage pVa-1,Europa,90,
36300,Vibrio phage pVa-2,Europa,89,
36301,Vibrio phage pVa-21,Asia,241,
36302,Vibrio phage pVa-3,Europa,93,
36303,Vibrio phage pVa-4,Europa,92,
36304,Vibrio phage pVa-6,Europa,90,
36305,Vibrio phage pVa-7,Europa,92,
36306,Vibrio phage pVa-8,Europa,90,
36307,Vibrio phage pVco-14,Asia,88,
36308,Vibrio phage pVco-5,Asia,252,
36309,Vibrio phage pYD38-A,Asia,154,
36310,Vibrio phage pYD38-B,Asia,114,
36311,Vibrio phage phi-Grn1,Europa,380,
36312,Vibrio phage phi-ST2,Europa,383,
36313,Vibrio phage phi50-12,Asia,202,
36314,Vibrio phage phiMOD2.33-NB,North America,1,
36315,Vibrio phage phiMOD4.00-MOD2,North America,1,
36316,Vibrio phage phiMOD4.00-OM,North America,1,
36317,Vibrio phage phiMOD5.14-OM,North America,1,
36318,Vibrio phage phiMOD5.18-NB,North America,1,
36319,Vibrio phage phiNB9-OM,North America,1,
36320,Vibrio phage phiST4-ST,North America,1,
36321,Vibrio phage phiV039C,Asia,36,
36322,Vibrio phage pre-CTX,Asia,21,
36323,Vibrio phage pre-CTX,Europa,51,
36324,Vibrio phage qdvp001,Asia,2,
36325,Vibrio phage vB_ValM_R10Z,Asia,385,
36326,Vibrio phage vB_ValM_R11Z,Asia,385,
36327,Vibrio phage vB_ValP_IME234,Asia,61,
36328,Vibrio phage vB_ValP_VA-RY-3,Asia,51,
36329,Vibrio phage vB_ValP_VA-RY-4,Asia,115,
36330,Vibrio phage vB_ValS_X1,Asia,170,
36331,Vibrio phage vB_VchM-138,Asia,134,
36332,Vibrio phage vB_VcorM_GR11A,North America,250,
36333,Vibrio phage vB_VcorM_GR28A,North America,195,
36334,Vibrio phage vB_VcorM_GR7B,North America,240,
36335,Vibrio phage vB_VhaM_VH-8,Asia,70,
36336,Vibrio phage vB_VhaP_VH-5,Asia,32,
36337,Vibrio phage vB_VhaS-VHB1,Asia,118,
36338,Vibrio phage vB_VmeM-32,Africa,254,
36339,Vibrio phage vB_VnaS-AQKL99,North America,62,
36340,Vibrio phage vB_VorS-PVo5,South America,93,
36341,Vibrio phage vB_VpP_BA6,Asia,64,
36342,Vibrio phage vB_VpP_BT-1011,Asia,70,
36343,Vibrio phage vB_VpP_DE10,Asia,46,
36344,Vibrio phage vB_VpP_DE17,Asia,49,
36345,Vibrio phage vB_VpP_DE18,Asia,48,
36346,Vibrio phage vB_VpP_G1,Asia,49,
36347,Vibrio phage vB_VpP_NS8,Asia,46,
36348,Vibrio phage vB_VpP_WS1,Asia,8,
36349,Vibrio phage vB_VpS_BA3,Asia,85,
36350,Vibrio phage vB_VpS_C2,Asia,106,
36351,Vibrio phage vB_VpS_CA8,Asia,84,
36352,Vibrio phage vB_VpaP_MGD1,Asia,43,
36353,Vibrio phage vB_VpaP_MGD2,Asia,48,
36354,Vibrio phage vB_VpaS_HCMJ,Asia,105,
36355,Vibrio phage vB_VpaS_VP-RY-9,Asia,114,
36356,Vibrio phage vB_VspP_pVa5_12Jun,Europa,90,
36357,Vibrio phage vB_VspS_VS-ABTNL-3,Asia,51,
36358,Vibrio phage vB_pir03,Europa,334,
36359,Vibrio virus 2019VC1,Asia,138,
36360,Vibrio virus 48B1,North America,170,
36361,Vibrio virus 49B3,North America,196,
36362,Vibrio virus 49C7,North America,214,
36363,Vibrio virus 51A6,North America,172,
36364,Vibrio virus 51A7,North America,164,
36365,Vibrio virus 52B1,North America,170,
36366,Vibrio virus AS51,Asia,68,
36367,Vibrio virus Aphrodite1,Europa,396,
36368,Vibrio virus CTXphi,Africa,5,
36369,Vibrio virus CTXphi,Asia,151,
36370,Vibrio virus CTXphi,Europa,9,
36371,Vibrio virus CTXphi,North America,9,
36372,Vibrio virus Canoe,North America,84,
36373,Vibrio virus Ceto,North America,390,
36374,Vibrio virus Cyclit,North America,110,
36375,Vibrio virus JSF10,Asia,298,
36376,Vibrio virus JSF12,Asia,304,
36377,Vibrio virus JSF7,Asia,98,
36378,Vibrio virus K139,Europa,46,
36379,Vibrio virus Kappa,Africa,90,
36380,Vibrio virus Kuja,Africa,372,
36381,Vibrio virus MAR,North America,124,
36382,Vibrio virus MAR10,North America,214,
36383,Vibrio virus OWB,North America,88,
36384,Vibrio virus PVA5,Europa,212,
36385,Vibrio virus SSP002,Asia,204,
36386,Vibrio virus Thalassa,North America,406,
36387,Vibrio virus USC1,Oceans and Seas,420,
36388,Vibrio virus VC8,North America,98,
36389,Vibrio virus VEN,Europa,110,
36390,Vibrio virus VP4B,Asia,418,
36391,Vibrio virus VP585,South America,116,
36392,Vibrio virus VP93,South America,88,
36393,Vibrio virus VPMCC5,Asia,70,
36394,Vibrio virus ValKK3,Asia,780,
36395,Vibrio virus Vc1,Asia,88,
36396,Vibrio virus Vp670,Asia,98,
36397,Vibrio virus pTD1,Asia,418,
36398,Vibrio virus pVp1,Asia,314,
36399,Vibrio virus phi1,Europa,220,
36400,Vibrio virus phi3,Europa,312,
36401,Vibrio virus vB_VspP_SBP1,Asia,224,
36402,Vicia cryptic virus,Asia,2,
36403,Vicia cryptic virus,Europa,8,
36404,Vicia cryptic virus,Oceans and Seas,1,
36405,Vicia cryptic virus 1,Europa,1,
36406,Vicia cryptic virus M,Asia,2,
36407,Victoria bee virus 1,Oceans and Seas,1,
36408,Victoria bee virus 2,Oceans and Seas,1,
36409,Victorian trout aquabirnavirus,Oceans and Seas,7,
36410,Victorivirus Alternaria/111/CZE/2014,Europa,1,
36411,Vicugna pacos polyomavirus 1,North America,10,
36412,Vientovirus,Africa,36,
36413,Vientovirus,Asia,7,
36414,Vientovirus,North America,117,
36415,Vigna yellow mosaic virus,North America,12,
36416,Viltain virus,Europa,4,
36417,Vinca leaf curl virus,Asia,12,
36418,Vindevirus pedovicinum,North America,3,
36419,Vinegar Hill orthonairovirus,Oceans and Seas,3,
36420,Vinehtivirus limenecus,North America,4,
36421,Vinehtivirus limicola,North America,5,
36422,Vinslov virus,Europa,1,
36423,Viola phlebovirus,South America,6,
36424,Viola white distortion associated virus,Europa,8,
36425,Violaceae-associated triatovirus 1,Asia,2,
36426,Virgaviridae sp.,Asia,47,
36427,Virgaviridae sp.,North America,2,
36428,Virgaviridae sp. XZN126168,Asia,1,
36429,Virgibacillus phage Mimir87,Europa,68,
36430,Virginian WCV avipoxvirus,North America,12,
36431,Virus Chimp162,Africa,1,
36432,Virus NG10,Africa,1,
36433,Virus NG11,Africa,1,
36434,Virus NG18,Africa,1,
36435,Virus NG19,Africa,1,
36436,Virus NG4,Africa,1,
36437,Virus NG5,Africa,1,
36438,Virus NG7,Africa,1,
36439,Virus NIOZ-UU157,Asia,390,
36440,Virus NIOZ-UU159,Asia,407,
36441,Virus PK1142,Asia,1,
36442,Virus PK1813,Asia,1,
36443,Virus PK2111,Asia,1,
36444,Virus PK2247,Asia,1,
36445,Virus TN1,Africa,1,
36446,Virus sp.,Asia,35,
36447,Virus sp.,Europa,92,
36448,Virus sp.,North America,108,
36449,Virus sp. ctAgr11,North America,53,
36450,Virus sp. ctWxR2,North America,21,
36451,Virus sp. ctgoX21,North America,2,
36452,Virus sp. cts3e7,North America,32,
36453,Visna-maedi virus,Asia,49,
36454,Visna-maedi virus,Europa,40,
36455,Visna-maedi virus,North America,137,
36456,Visna-maedi virus,South America,5,
36457,Vitis cryptic virus,Asia,4,
36458,Vitis emaravirus,Asia,12,
36459,Vitis varicosavirus,Asia,6,
36460,Vitsystermes virus,Oceans and Seas,1,
36461,Vittskovle virus,Europa,1,
36462,Vivastbo virus,Europa,1,
36463,Vixey virus,Oceans and Seas,1,
36464,Vochisia rufa associated gemykibivirus,South America,1,
36465,Vohsuavirus limihabitans,North America,3,
36466,Vohsuavirus limivicinum,North America,3,
36467,Vohsuavirus pedovivens,North America,3,
36468,Vohsuavirus soladaptatum,North America,3,
36469,Vohsuavirus solenecus,North America,3,
36470,Vohsuavirus solicola,North America,5,
36471,Vole astrovirus Ec/FG004/Yunnan,Asia,1,
36472,Vole astrovirus Ec/FG005/Yunnan,Asia,1,
36473,Vole astrovirus Ec/FG006/Yunnan,Asia,1,
36474,Vole astrovirus Ec/FG008/Yunnan,Asia,1,
36475,Vole astrovirus Ec/FG009/Yunnan,Asia,1,
36476,Vole astrovirus Ec/FG011/Yunnan,Asia,1,
36477,Vole astrovirus Ec/FG014/Yunnan,Asia,1,
36478,Vole astrovirus Ec/FG015/Yunnan,Asia,1,
36479,Vole astrovirus Ec/FG018/Yunnan,Asia,1,
36480,Vole astrovirus Ec/FG019/Yunnan,Asia,1,
36481,Vole astrovirus Ec/FG020/Yunnan,Asia,1,
36482,Vole astrovirus Ec/FG025/Yunnan,Asia,1,
36483,Vole astrovirus Ec/FG032/Yunnan,Asia,1,
36484,Vole astrovirus Ec/FG033/Yunnan,Asia,1,
36485,Vole astrovirus Ec/FG034/Yunnan,Asia,1,
36486,Vole astrovirus Ec/FG064/Yunnan,Asia,1,
36487,Vole astrovirus Ec/FG065/Yunnan,Asia,1,
36488,Vole astrovirus Ec/FG068/Yunnan,Asia,1,
36489,Vole astrovirus Ec/FG069/Yunnan,Asia,1,
36490,Vole astrovirus Ec/FG070/Yunnan,Asia,1,
36491,Vole astrovirus Ec/FG075/Yunnan,Asia,1,
36492,Vole astrovirus Ec/FG083/Yunnan,Asia,1,
36493,Vole astrovirus Ec/FG084/Yunnan,Asia,1,
36494,Vole astrovirus Ec/FG089/Yunnan,Asia,1,
36495,Vole astrovirus Ec/FG091-1/Yunnan,Asia,1,
36496,Vole astrovirus Ec/FG091-2/Yunnan,Asia,1,
36497,Vole astrovirus Ec/FG094/Yunnan,Asia,1,
36498,Vole astrovirus Ec/FG096/Yunnan,Asia,1,
36499,Vole astrovirus Ec/FG099/Yunnan,Asia,1,
36500,Vole astrovirus Ec/FG100/Yunnan,Asia,1,
36501,Vole astrovirus Ec/FG136/Yunnan,Asia,1,
36502,Vole astrovirus Ec/FG139/Yunnan,Asia,1,
36503,Vole astrovirus Ec/FG141/Yunnan,Asia,1,
36504,Vole astrovirus Ec/FG142/Yunnan,Asia,1,
36505,Vole astrovirus Ec/FG143/Yunnan,Asia,1,
36506,Vole astrovirus Ec/FG146/Yunnan,Asia,1,
36507,Vole astrovirus Ec/FG148/Yunnan,Asia,1,
36508,Vole astrovirus Vm/FG156/Yunnan,Asia,1,
36509,Vole astrovirus Vm/FG163/Yunnan,Asia,1,
36510,Volepox virus,North America,428,
36511,Volivirus sp.,North America,1,
36512,Volzhskoe tick virus,Europa,2,
36513,Vombatid gammaherpesvirus 1,Oceans and Seas,142,
36514,Vombatid gammaherpesvirus 2,Oceans and Seas,1,
36515,Votkovvirus S28C10,Europa,106,
36516,Votsystermes virus,Oceans and Seas,1,
36517,Voulevirus limivivens,North America,3,
36518,Vovk virus,Antarctica,2,
36519,Vulpix virus,Oceans and Seas,1,
36520,Vulture herpesvirus,Asia,13,
36521,WUHARV Calicivirus 1,North America,3,
36522,WUHARV Enterovirus 1,North America,1,
36523,WUHARV Enterovirus 2,North America,1,
36524,WUHARV Enterovirus 3,North America,1,
36525,WUHARV Sapelovirus 1,North America,1,
36526,WUHARV Sapelovirus 2,North America,1,
36527,Wabat virus,North America,8,
36528,Wad Medani virus,Africa,24,
36529,Wad Medani virus,Asia,33,
36530,Wad Medani virus,Europa,48,
36531,Wahbolevirus lutadaptatum,North America,4,
36532,Wahdswovirus lutenecus,North America,3,
36533,Wahtavirus luticola,North America,3,
36534,Walkabout sunrhavirus,Oceans and Seas,16,
36535,Wallal virus,Oceans and Seas,39,
36536,Wallemia sebi mycovirus 1,Europa,1,
36537,Wallemia sebi nya-like virus,Europa,4,
36538,Wallerfield virus,North America,45,
36539,Wallerfield virus,South America,27,
36540,Walleye dermal sarcoma virus,North America,5,
36541,Walrus alphaherpesvirus 1,Asia,15,
36542,Wamena iridovirus,Oceans and Seas,1,
36543,Wamena virus,Asia,1,
36544,Wang Thong virus,Asia,1,
36545,Wangarabell virus,Oceans and Seas,1,
36546,Wanowrie virus,Asia,3,
36547,Wardell virus,Oceans and Seas,2,
36548,Warivirus Mos10,North America,1,
36549,Warrego virus,Oceans and Seas,40,
36550,Warroolaba Creek virus 1,Oceans and Seas,2,
36551,Warroolaba Creek virus 2,Oceans and Seas,2,
36552,Warroolaba Creek virus 3,Oceans and Seas,1,
36553,Wasabi mottle virus,Asia,8,
36554,Wasabi mottle virus,North America,4,
36555,Washington bat picornavirus,North America,2,
36556,Washington bat picornavirus 2,North America,1,
36557,Wastewater CRESS DNA virus 1,North America,2,
36558,Wastewater CRESS DNA virus 2,North America,2,
36559,Wastewater CRESS DNA virus 3,North America,2,
36560,Water beetle associated circular virus 1,North America,6,
36561,Water buffalo astrovirus,Asia,20,
36562,Water buffalo astrovirus,Europa,6,
36563,Water chestnut soymovirus 1,Asia,18,
36564,Waterbird 1 orthobornavirus,Europa,136,
36565,Waterbird 1 orthobornavirus,North America,91,
36566,Watercress white vein virus,Europa,4,
36567,Watermelon bud necrosis orthotospovirus,Asia,121,
36568,Watermelon chlorotic stunt virus,Africa,13,
36569,Watermelon chlorotic stunt virus,Asia,846,
36570,Watermelon chlorotic stunt virus,North America,30,
36571,Watermelon crinkle leaf-associated virus 1,Asia,6,
36572,Watermelon crinkle leaf-associated virus 1,North America,13,
36573,Watermelon crinkle leaf-associated virus 1,South America,10,
36574,Watermelon crinkle leaf-associated virus 2,Asia,6,
36575,Watermelon crinkle leaf-associated virus 2,North America,17,
36576,Watermelon crinkle leaf-associated virus 2,South America,5,
36577,Watermelon green mottle mosaic virus,Asia,8,
36578,Watermelon green mottle mosaic virus,North America,16,
36579,Watermelon mosaic virus,Africa,4,
36580,Watermelon mosaic virus,Asia,498,
36581,Watermelon mosaic virus,Europa,553,
36582,Watermelon mosaic virus,North America,72,
36583,Watermelon mosaic virus,Oceans and Seas,6,
36584,Watermelon mosaic virus,South America,55,
36585,Watermelon silver mottle orthotospovirus,Asia,48,
36586,Watermelon virus A,Asia,12,
36587,Waterwitch virus,Oceans and Seas,1,
36588,Watson virus,Oceans and Seas,1,
36589,Waxsystermes virus,Oceans and Seas,2,
36590,Weasel adenovirus 1,Europa,2,
36591,Wecineivirus lutihabitans,Asia,3,
36592,Weevil wasp positive-strand RNA virus 1,Asia,4,
36593,Weevil wasp positive-strand RNA virus 2,Asia,1,
36594,Weheuvirus chthonadaptatum,North America,4,
36595,Weheuvirus chthonenecus,North America,4,
36596,Weheuvirus chthonocola,North America,3,
36597,Weheuvirus chthonohabitans,North America,4,
36598,Weheuvirus chthonovicinum,North America,3,
36599,Weheuvirus chthonovivens,North America,3,
36600,Weheuvirus geoadaptatum,North America,3,
36601,Weheuvirus geocola,North America,4,
36602,Weheuvirus geoenecus,North America,3,
36603,Weheuvirus geohabitans,North America,3,
36604,Weheuvirus geovicinum,North America,4,
36605,Weheuvirus geovivens,North America,3,
36606,Weheuvirus lutivicinum,North America,4,
36607,Weheuvirus lutivivens,North America,3,
36608,Weheuvirus paludicola,North America,4,
36609,Weheuvirus peladaptatum,North America,3,
36610,Weheuvirus pelenecus,Asia,3,
36611,Weheuvirus pelocola,North America,5,
36612,Weheuvirus solihabitans,North America,3,
36613,Weheuvirus solivicinum,North America,3,
36614,Weheuvirus solivivens,North America,4,
36615,Weheuvirus telluradaptatum,North America,3,
36616,Weheuvirus tellurenecus,North America,4,
36617,Weheuvirus telluricola,North America,3,
36618,Weheuvirus tellurihabitans,North America,3,
36619,Weheuvirus tellurivicinum,North America,3,
36620,Weheuvirus tellurivivens,North America,3,
36621,Weheuvirus terradaptatum,North America,4,
36622,Weheuvirus terrenecus,North America,3,
36623,Weheuvirus terricola,North America,4,
36624,Weheuvirus terrihabitans,North America,3,
36625,Weheuvirus terrivicinum,North America,3,
36626,Weissella phage PWc,Asia,55,
36627,Weissella phage WCP30,Asia,70,
36628,Weissella phage phiYS61,Asia,96,
36629,Weivirus-like virus sp.,Asia,12,
36630,Wellfleet Bay virus,North America,14,
36631,Wels catfish papillomavirus 1,Europa,4,
36632,Wencheng Sm shrew coronavirus,Asia,70,
36633,Wendell virus,Antarctica,1,
36634,Wenling alphacrustrhavirus,Asia,10,
36635,Wenling banjofish astrovirus,Asia,3,
36636,Wenling banjofish picornavirus 1,Asia,1,
36637,Wenling banjofish picornavirus 2,Asia,1,
36638,Wenling bighead beaked sandfish astrovirus,Asia,2,
36639,Wenling bighead beaked sandfish picornavirus,Asia,1,
36640,Wenling brown-lined puffer picornavirus,Asia,1,
36641,Wenling callionymus kaianus calicivirus,Asia,2,
36642,Wenling chelidoperca picornavirus,Asia,1,
36643,Wenling chuvirus-like virus 1,Asia,2,
36644,Wenling chuvirus-like virus 2,Asia,2,
36645,Wenling crossorhombus astrovirus 1,Asia,2,
36646,Wenling crossorhombus astrovirus 2,Asia,2,
36647,Wenling crossorhombus picornavirus,Asia,1,
36648,Wenling crustacean virus 1,Asia,6,
36649,Wenling crustacean virus 2,Asia,4,
36650,Wenling crustacean virus 3,Asia,4,
36651,Wenling crustacean virus 4,Asia,2,
36652,Wenling crustacean virus 5,Asia,4,
36653,Wenling crustacean virus 6,Asia,4,
36654,Wenling crustacean virus 7,Asia,2,
36655,Wenling crustacean virus 8,Asia,2,
36656,Wenling crustavirus,Asia,6,
36657,Wenling dimarhabdovirus 1,Asia,5,
36658,Wenling dimarhabdovirus 10,Asia,2,
36659,Wenling dimarhabdovirus 8,Asia,6,
36660,Wenling dimarhabdovirus 9,Asia,5,
36661,Wenling fish alphavirus,Asia,4,
36662,Wenling fish chuvirus-like virus,Asia,3,
36663,Wenling fish hepevirus,Asia,2,
36664,Wenling fish picornavirus 1,Asia,1,
36665,Wenling gobies fish astro-like virus,Asia,4,
36666,Wenling hagfish alphavirus,Asia,2,
36667,Wenling hagfish influenza virus,Asia,4,
36668,Wenling hepe-like virus 1,Asia,10,
36669,Wenling hepe-like virus 2,Asia,8,
36670,Wenling hepe-like virus 3,Asia,8,
36671,Wenling hepe-like virus 4,Asia,12,
36672,Wenling hoplichthys picornavirus,Asia,1,
36673,Wenling jack mackerels birnavirus,Asia,1,
36674,Wenling jack mackerels picornavirus,Asia,1,
36675,Wenling jack mackerels rotavirus,Asia,1,
36676,Wenling japanese thread-sail fish astrovirus,Asia,2,
36677,Wenling japanese topeshark astrovirus,Asia,2,
36678,Wenling japanese topeshark birnavirus,Asia,1,
36679,Wenling lepidotrigla astrovirus,Asia,2,
36680,Wenling lepidotrigla picornavirus,Asia,1,
36681,Wenling levi-like virus 1,Asia,3,
36682,Wenling levi-like virus 2,Asia,3,
36683,Wenling levi-like virus 3,Asia,3,
36684,Wenling levi-like virus 4,Asia,3,
36685,Wenling longspine snipefish astrovirus,Asia,2,
36686,Wenling minipizza batfish reovirus 1,Asia,2,
36687,Wenling minipizza batfish reovirus 2,Asia,1,
36688,Wenling minipizza batfish reovirus 3,Asia,1,
36689,Wenling minipizza batfish reovirus 4,Asia,1,
36690,Wenling moray eel hepacivirus,Asia,1,
36691,Wenling moray eel hepevirus,Asia,1,
36692,Wenling narna-like virus 1,Asia,2,
36693,Wenling narna-like virus 2,Asia,2,
36694,Wenling narna-like virus 3,Asia,2,
